Service Name,time_diff_edit,Incident Date,Year,Full Address,Fire Incident Type,lat,long
Blairstown Fire Department,15,4/9/14,2014,1695 78th ST,Building fire,41.891555,-92.1632565
Garrison Fire Department,10,4/6/10,2010,2011 60 ST. Dr.,Building fire,42.1484918,-92.1068305
Garrison Fire Department,12,11/25/10,2010,64 ST,Building fire,42.0941089,-92.1439282
Garrison Fire Department,1,4/2/11,2011,5978 17th Avenue,Building fire,42.1551454,-92.1627819
Garrison Fire Department,2,6/30/11,2011,404 W Maple Street,Building fire,42.1451574,-92.1473877
Garrison Fire Department,5,6/30/11,2011,206 Beach Avenue,Building fire,42.1441612,-92.1437942
Garrison Fire Department,10,7/12/11,2011,301 Cedar Street,Building fire,42.1412812,-92.1411665
Garrison Fire Department,5,5/25/12,2012,302 E Oak ST,Building fire,42.1432075,-92.1413048
Garrison Fire Department,5,8/3/12,2012,1671 58th ST,Building fire,42.1810064,-92.1674606
Garrison Fire Department,4,2/28/13,2013,307 Pine ST,Building fire,42.1422282,-92.1412689
Garrison Fire Department,7,5/6/14,2014,203 Oak St.,Building fire,42.143192,-92.142513
Garrison Fire Department,13,6/27/14,2014,1547 61st ST,Building fire,42.1377107,-92.1927184
Keystone Fire Department,12,10/5/12,2012,6682 16th Ave.,Building fire,42.053905,-92.182056
Keystone Fire Department,14,10/29/14,2014,1265 65th street,Building fire,42.0799812,-92.2330788
Keystone Fire Department,8,11/2/14,2014,1521 68th street,Building fire,42.037283,-92.1975159
Keystone Fire Department,13,11/30/14,2014,1521 68th street,Building fire,42.037283,-92.1975159
Newhall Fire Department,9,12/13/10,2010,6767 27th Ave,Building fire,42.041587,-91.975781
Newhall Fire Department,16,7/27/11,2011,7281 26th Ave,Building fire,41.966223,-91.989399
Newhall Fire Department,7,11/17/11,2011,Ave and St,Building fire,41.9955551,-91.9676815
Newhall Fire Department,9,10/12/12,2012,2581 71st ST,Building fire,41.9925779,-91.9933408
Newhall Fire Department,13,5/8/13,2013,7372 26th ave,Building fire,41.953195,-91.987719
Norway Fire & Rescue,8,6/30/10,2010,3190 77TH STREET TRL,Building fire,41.900519,-91.872944
Norway Fire & Rescue,1,10/17/11,2011,105 Railroad ST,Building fire,41.9024777,-91.9215452
Norway Fire & Rescue,9,1/8/12,2012,2 Liberty ST,Building fire,41.8913663,-91.9849154
Norway Fire & Rescue,4,6/3/12,2012,3074 75th ST,Building fire,41.931404,-91.895221
Shellsburg Fire Department,7,3/30/10,2010,6288 32nd AVE,Building fire,42.111582,-91.870866
Shellsburg Fire Department,18,2/8/11,2011,3186 62nd ST,Building fire,42.122951,-91.875698
Shellsburg Fire Department,10,5/1/11,2011,6678 29th AVE,Building fire,42.05401,-91.931527
Shellsburg Fire Department,16,7/18/11,2011,5993 29th AVE,Building fire,42.0978671,-91.9277586
Shellsburg Fire Department,10,10/9/11,2011,6676 32nd AVE Apt lot 88,Building fire,42.055394,-91.866908
Shellsburg Fire Department,15,12/9/11,2011,2945 61 street TRL,Building fire,42.1246988,-91.9140805
Shellsburg Fire Department,11,12/10/11,2011,2945 61 street TRL,Building fire,42.1246988,-91.9140805
Shellsburg Fire Department,7,8/13/12,2012,8381 86th ST,Building fire,42.0945385,-91.8693231
Urbana Polk Twp Fire Department,9,1/26/10,2010,108 Richland AVE,Building fire,42.223805,-91.8819369
Urbana Polk Twp Fire Department,5,11/24/10,2010,606 Hope AVE,Building fire,42.21946,-91.883599
Urbana Polk Twp Fire Department,8,4/4/11,2011,105 Brush AVE,Building fire,42.223551,-91.8748449
Urbana Polk Twp Fire Department,13,6/26/12,2012,5299 33rd Avenue Dr.,Building fire,42.256113,-91.849018
Urbana Polk Twp Fire Department,10,2/16/13,2013,5681 32nd AVE,Building fire,42.198351,-91.877392
Urbana Polk Twp Fire Department,16,3/21/14,2014,2903 51st. St.,Building fire,42.2830588,-91.9269619
Van Horne Fire Department,3,3/16/12,2012,2147 70th ST,Building fire,42.007365,-92.076857
Van Horne Fire Department,5,10/3/12,2012,124 Main ST,Building fire,42.008413,-92.091514
Van Horne Fire Department,5,10/3/12,2012,504 2nd AVE,Building fire,42.0085512,-92.0912064
Van Horne Fire Department,5,10/3/12,2012,122 Main ST,Building fire,42.0083528,-92.0911653
Van Horne Fire Department,6,3/14/14,2014,110 9th ST,Building fire,42.008306,-92.096904
Vinton Fire Department,3,6/29/10,2010,812 1st AVE,Building fire,42.163196,-92.023898
Vinton Fire Department,8,1/18/11,2011,2671 54th ST,Building fire,42.2392593,-91.9735532
Vinton Fire Department,7,11/13/11,2011,704 2nd AVE,Building fire,42.164484,-92.022558
Vinton Fire Department,8,12/24/11,2011,6097 26th AVE,Building fire,42.137953,-91.989968
Vinton Fire Department,5,12/24/11,2011,1109 3rd AVE,Building fire,42.160721,-92.022053
Vinton Fire Department,5,1/27/12,2012,1008 S 9th AVE,Building fire,42.161351,-92.01398
Vinton Fire Department,9,7/25/12,2012,6457 23rd AVE,Building fire,42.083441,-92.050212
Vinton Fire Department,5,8/13/12,2012,1504 S 2nd Ave,Building fire,42.156344,-92.021995
Vinton Fire Department,11,3/19/13,2013,2480 54th ST,Building fire,42.2385,-92.011277
Vinton Fire Department,4,6/22/13,2013,710 6th AVE,Building fire,42.164098,-92.017673
Vinton Fire Department,5,9/12/13,2013,419 W 15th ST,Building fire,42.157818,-92.028782
Vinton Fire Department,7,12/11/13,2013,514 S K AVE,Building fire,42.166203,-92.036714
Vinton Fire Department,13,1/5/14,2014,6445 25th AVE,Building fire,42.083306,-92.014384
Vinton Fire Department,6,1/11/14,2014,1701 W 1st ST,Building fire,42.1702718,-92.0444375
Vinton Fire Department,2,4/18/14,2014,1002 G AVE,Building fire,42.1615667,-92.0344376
Vinton Fire Department,6,5/8/14,2014,704 E 8th ST,Building fire,42.163447,-92.016515
Vinton Fire Department,5,5/29/14,2014,906 A AVE,Building fire,42.162488,-92.025332
Vinton Fire Department,4,10/7/14,2014,610 E 6th ST,Building fire,42.1656398,-92.0173137
Ladora Fire Department,7,6/8/10,2010,and 1330 180th Street,Building fire,41.7500345,-92.2340466
Ladora Fire Department,5,7/23/10,2010,and 1403 160th,Building fire,41.7755735,-92.2202844
Ladora Fire Department,8,12/4/10,2010,and 1481 E avenue,Building fire,41.6474024,-92.2212392
Ladora Fire Department,8,12/4/10,2010,and 1481 e ave.,Building fire,41.6474024,-92.2212392
Ladora Fire Department,14,4/17/12,2012,and 1894 F Ave,Building fire,41.7331598,-92.2017095
Ladora Fire Department,10,5/31/12,2012,and 1894 F ave,Building fire,41.7331598,-92.2017095
Ladora Fire Department,9,5/31/12,2012,and 1894 F ave,Building fire,41.7331598,-92.2017095
Ladora Fire Department,4,3/26/14,2014,1418 A-diagonal ALY,Building fire,41.7547247,-92.1835156
Millersburg Fire Department,9,9/25/11,2011,2669 J AVE,Building fire,41.6003368,-92.1235965
North English Fire Department,8,2/19/10,2010,216 N Campbell ST,Building fire,41.5161587,-92.0848049
North English Fire Department,2,5/23/12,2012,115 W CLARK ST,Building fire,41.5139434,-92.0768102
North English Fire Department,4,10/18/12,2012,113 W Oak ST,Building fire,41.5150349,-92.0767576
North English Fire Department,17,4/23/13,2013,3080 O AVE,Building fire,41.5566871,-92.0231685
North English Fire Department,5,6/28/13,2013,210 S COLLEGE ST,Building fire,41.513855,-92.080523
North English Fire Department,10,7/16/13,2013,254 E CLARK ST,Building fire,41.5139454,-92.074172
North English Fire Department,7,10/27/13,2013,28378 KEOKUK IOWA RD,Building fire,41.5104253,-92.0515401
Victor Fire Department,3,2/29/12,2012,"and A Diagonal & IA/PO County Line Road

Old Dolmage farm",Building fire,41.7316675,-92.2979615
Victor Fire Department,2,3/15/12,2012,"and 2241 Old Highway 6

Carnforth Inn",Building fire,41.7316675,-92.2979615
Victor Fire Department,2,4/16/12,2012,"and 1828 Ia/Poweshiek county line

Ed DeNeve Farm",Building fire,41.7316675,-92.2979615
Victor Fire Department,10,7/7/12,2012,4080 Highway 21,Building fire,41.7071442,-92.3577711
Victor Fire Department,3,4/5/13,2013,1764 A AVE,Building fire,41.7301065,-92.2885796
Victor Fire Department,3,4/6/13,2013,2455 Highway 6,Building fire,41.7472347,-92.308289
Williamsburg Fire Department,8,2/24/10,2010,2630 265TH ST,Building fire,41.6227717,-91.9836179
Williamsburg Fire Department,3,7/12/10,2010,300 FRANKLIN ST,Building fire,41.6636095,-92.0059409
Williamsburg Fire Department,7,8/28/10,2010,335 EVANS ST,Building fire,41.690112,-92.0063558
Williamsburg Fire Department,4,10/3/10,2010,204 E WALNUT,Building fire,41.662801,-92.0058932
Williamsburg Fire Department,10,12/9/10,2010,748 F St,Building fire,41.7285147,-91.996685
Williamsburg Fire Department,4,4/2/11,2011,406 E STATE ST,Building fire,41.6616227,-92.0023045
Williamsburg Fire Department,5,4/3/11,2011,406 E STATE ST,Building fire,41.6616227,-92.0023045
Williamsburg Fire Department,15,6/1/11,2011,3331 260TH ST,Building fire,41.6295449,-91.8464044
Williamsburg Fire Department,7,9/4/11,2011,461 HATTER AVE,Building fire,41.584556,-92.0043158
Williamsburg Fire Department,12,11/10/11,2011,2911 S AVE,Building fire,41.5827859,-91.9463086
Williamsburg Fire Department,8,1/5/12,2012,2677 280th ST,Building fire,41.6010187,-91.9701652
Williamsburg Fire Department,8,4/27/12,2012,332 10TH AVE,Building fire,41.7323798,-91.9935549
Williamsburg Fire Department,5,2/9/13,2013,533 HAWKEYE DR Apt 2,Building fire,41.6810881,-92.0148468
Williamsburg Fire Department,12,4/29/13,2013,2911 S AVE,Building fire,41.5827859,-91.9463086
Williamsburg Fire Department,7,11/25/13,2013,306 W OAK ST,Building fire,41.6591292,-92.0103764
Williamsburg Fire Department,13,1/16/14,2014,2323 290th ST,Building fire,41.5829916,-92.0512248
Williamsburg Fire Department,10,2/17/14,2014,2543 Q BLVD,Building fire,41.6344653,-91.9783989
Williamsburg Fire Department,10,3/21/14,2014,1862 230th ST,Building fire,41.6734162,-92.1316192
Williamsburg Fire Department,12,3/25/14,2014,3028 225th ST,Building fire,41.6808385,-91.905447
Williamsburg Fire Department,2,5/11/14,2014,549 S Maplewood Drive,Building fire,41.6538534,-91.9977352
Williamsburg Fire Department,13,12/8/14,2014,1903 247TH ST,Building fire,41.6479376,-92.1239522
Amana Fire District,5,7/15/10,2010,2812 G ST,Building fire,41.8007429,-91.8985248
Amana Fire District,5,7/15/10,2010,2812 G ST,Building fire,41.8007429,-91.8985248
Amana Fire District,7,4/3/11,2011,1111 27th AVE,Building fire,41.8016186,-91.8998741
Amana Fire District,9,8/4/12,2012,1007 26 th ST,Building fire,41.7967719,-91.9023183
Amana Fire District,15,6/22/13,2013,3192 110th ST,Building fire,41.8469898,-91.8553481
Amana Fire District,17,2/28/14,2014,1708 4th ST,Building fire,41.8073233,-91.9673825
Amana Fire District,13,4/25/14,2014,412 Street ST,Building fire,41.808061,-91.9637905
Coralville Fire Department,11,2/6/10,2010,16 Auburn East LN,Building fire,41.709474,-91.563585
Coralville Fire Department,7,3/4/10,2010,2551 Holiday RD,Building fire,41.6995712,-91.6047802
Coralville Fire Department,13,3/20/10,2010,3701 2nd ST,Building fire,41.7058983,-91.6320969
Coralville Fire Department,7,8/30/10,2010,876 Boston WAY Apt 7,Building fire,41.6873069,-91.600059
Coralville Fire Department,9,9/6/10,2010,1470 Eastview DR,Building fire,41.6929202,-91.5753546
Coralville Fire Department,16,10/7/10,2010,1507 Brown Deer RD,Building fire,41.694883,-91.573802
Coralville Fire Department,7,10/25/10,2010,405 21st AVE Apt 405,Building fire,41.685265,-91.592285
Coralville Fire Department,14,10/26/10,2010,401 4th AVE Apt D,Building fire,41.672751,-91.570792
Coralville Fire Department,6,12/5/10,2010,1080 Ashlynd DR,Building fire,41.7013009,-91.58445
Coralville Fire Department,10,2/2/11,2011,102 2nd AVE Apt D,Building fire,41.6687273,-91.5690859
Coralville Fire Department,9,2/20/11,2011,2000 James ST,Building fire,41.6788166,-91.5941905
Coralville Fire Department,5,3/7/11,2011,2421 James ST Apt 32,Building fire,41.6834542,-91.6009432
Coralville Fire Department,6,3/9/11,2011,810 1st AVE,Building fire,41.6806342,-91.5662857
Coralville Fire Department,3,3/25/11,2011,2317 12th ST,Building fire,41.689271,-91.59737
Coralville Fire Department,10,4/11/11,2011,868 Boston WAY,Building fire,41.687636,-91.600059
Coralville Fire Department,5,6/9/11,2011,209 Holiday RD Apt 125,Building fire,41.6937489,-91.568695
Coralville Fire Department,6,9/4/11,2011,720 11th AVE,Building fire,41.680082,-91.57956
Coralville Fire Department,4,10/25/11,2011,2265 9th ST,Building fire,41.685214,-91.597375
Coralville Fire Department,8,12/19/11,2011,3701 2nd ST Apt 357,Building fire,41.7058983,-91.6320969
Coralville Fire Department,4,12/19/11,2011,2029 10th ST,Building fire,41.6877584,-91.5923952
Coralville Fire Department,3,12/22/11,2011,1708 12th AVE,Building fire,41.697428,-91.584599
Coralville Fire Department,3,12/22/11,2011,1706 12th AVE,Building fire,41.697364,-91.584369
Coralville Fire Department,5,3/28/12,2012,704 1st AVE,Building fire,41.6792701,-91.5669525
Coralville Fire Department,1,8/22/12,2012,606 11th AVE,Building fire,41.677283,-91.579628
Coralville Fire Department,5,9/16/12,2012,934 Boston WAY Apt 3,Building fire,41.684593,-91.599609
Coralville Fire Department,6,10/10/12,2012,2888 Coral CT Apt 102,Building fire,41.70498,-91.612686
Coralville Fire Department,6,10/10/12,2012,2888 Coral CT Apt 202,Building fire,41.70498,-91.612686
Coralville Fire Department,9,11/2/12,2012,1737 Timber Hills DR,Building fire,41.698421,-91.58112
Coralville Fire Department,9,12/14/12,2012,944 Boston WAY Apt B7,Building fire,41.685617,-91.601177
Coralville Fire Department,3,1/19/13,2013,2056 8th ST,Building fire,41.6827154,-91.5933784
Coralville Fire Department,5,1/29/13,2013,107 2nd ST,Building fire,41.6696817,-91.5661901
Coralville Fire Department,6,3/5/13,2013,2076 South Ridge DR,Building fire,41.693947,-91.590891
Coralville Fire Department,1,3/21/13,2013,2675 Coral CT,Building fire,41.7051103,-91.6101245
Coralville Fire Department,4,4/4/13,2013,738 13th AVE,Building fire,41.681552,-91.581676
Coralville Fire Department,7,4/9/13,2013,5 Wendram BLF NE,Building fire,41.692815,-91.545013
Coralville Fire Department,8,4/28/13,2013,618 11th AVE,Building fire,41.678271,-91.579604
Coralville Fire Department,9,5/7/13,2013,3701 2nd ST Apt 5B,Building fire,41.7058983,-91.6320969
Coralville Fire Department,10,5/10/13,2013,233 Highland DR,Building fire,41.65393,-91.558248
Coralville Fire Department,9,6/15/13,2013,1805 21st AVE,Building fire,41.685265,-91.592285
Coralville Fire Department,10,7/10/13,2013,1451 Coral Ridge AVE,Building fire,41.690327,-91.6052831
Coralville Fire Department,11,8/24/13,2013,950 Boston WAY Apt 2,Building fire,41.685617,-91.601177
Coralville Fire Department,6,11/20/13,2013,1980 South Ridge DR,Building fire,41.6975089,-91.5888949
Coralville Fire Department,7,11/21/13,2013,2027 9th ST,Building fire,41.684074,-91.591798
Coralville Fire Department,5,1/16/14,2014,2441 10th ST,Building fire,41.688517,-91.6010359
Coralville Fire Department,3,7/30/14,2014,413 10th AVE,Building fire,41.673648,-91.5780632
Coralville Fire Department,3,8/9/14,2014,204 2nd ST,Building fire,41.6694,-91.568055
Coralville Fire Department,8,8/10/14,2014,860 Forest Edge DR,Building fire,41.712556,-91.58233
Coralville Fire Department,6,8/29/14,2014,725 20th AVE Apt 2,Building fire,41.681667,-91.590131
Coralville Fire Department,6,9/3/14,2014,725 20th AVE Apt 4,Building fire,41.681667,-91.590131
Coralville Fire Department,7,9/5/14,2014,504 5th ST,Building fire,41.673941,-91.5724989
Coralville Fire Department,4,10/6/14,2014,2862 Coral CT Apt 103,Building fire,41.704647,-91.60943
Coralville Fire Department,7,10/10/14,2014,704 9th AVE,Building fire,41.678775,-91.577303
Coralville Fire Department,8,12/21/14,2014,1914 8th ST,Building fire,41.6818177,-91.5918789
Hills Fire Department,4,1/14/11,2011,428 iowa AVE,Building fire,41.552757,-91.530071
Hills Fire Department,8,12/24/11,2011,3760 560th ST SW,Building fire,41.525801,-91.5649509
Hills Fire Department,5,4/5/12,2012,513 mineral point,Building fire,41.6293393,-91.5515158
Hills Fire Department,1,7/31/12,2012,5066 sand RD SE,Building fire,41.5650199,-91.503262
Hills Fire Department,8,10/28/12,2012,3765 475 th ST SW,Building fire,41.4797413,-91.5812759
Hills Fire Department,12,5/7/13,2013,426 dakota TRL,Building fire,41.6080201,-91.544629
Hills Fire Department,15,5/8/13,2013,4608 oakcrest hill RD SE,Building fire,41.597395,-91.540553
Hills Fire Department,10,10/16/13,2013,5709 oakcrest hill RD SE,Building fire,41.517653,-91.541691
Hills Fire Department,7,3/18/14,2014,105 E MAIN ST E,Building fire,41.553982,-91.535702
Hills Fire Department,13,4/27/14,2014,4325 Nursery LN SE,Building fire,41.60502,-91.508759
Hills Fire Department,18,7/20/14,2014,4210 ANDERSON AVE SE,Building fire,41.616606,-91.520649
Iowa City Fire Department,3,1/2/10,2010,127 E COLLEGE ST,Building fire,41.6589192,-91.533477
Iowa City Fire Department,1,1/10/10,2010,112 S SUMMIT ST,Building fire,41.659563,-91.520936
Iowa City Fire Department,3,1/21/10,2010,510 S JOHNSON ST,Building fire,41.654996,-91.526888
Iowa City Fire Department,8,1/28/10,2010,1205 LAURA DR,Building fire,41.684809,-91.543113
Iowa City Fire Department,8,1/28/10,2010,1205 LAURA DR,Building fire,41.684809,-91.543113
Iowa City Fire Department,4,1/28/10,2010,2551 NEVADA AV,Building fire,41.630592,-91.5025
Iowa City Fire Department,8,1/28/10,2010,1205 LAURA DR,Building fire,41.684809,-91.543113
Iowa City Fire Department,4,2/6/10,2010,1926 BROADWAY ST,Building fire,41.6405972,-91.5200812
Iowa City Fire Department,3,2/16/10,2010,223 E BLOOMINGTON ST,Building fire,41.664406,-91.532119
Iowa City Fire Department,2,2/18/10,2010,515 E COLLEGE ST,Building fire,41.658613,-91.527979
Iowa City Fire Department,5,2/21/10,2010,2404 BARTELT RD Apt 2A,Building fire,41.6541476,-91.5740197
Iowa City Fire Department,2,2/25/10,2010,320 E WASHINGTON ST Apt 5A,Building fire,41.6603942,-91.5310564
Iowa City Fire Department,4,3/9/10,2010,2401 HWY 6 E Apt 4,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,5,3/18/10,2010,940 LONGFELLOW CT,Building fire,41.650727,-91.515237
Iowa City Fire Department,6,3/21/10,2010,2570 INDEPENDENCE RD,Building fire,41.632758,-91.474934
Iowa City Fire Department,6,3/29/10,2010,2635 WESTWINDS DR,Building fire,41.650799,-91.578572
Iowa City Fire Department,7,4/14/10,2010,1060 SCOTT PARK DR,Building fire,41.662166,-91.481698
Iowa City Fire Department,3,4/17/10,2010,1328 E BLOOMINGTON ST,Building fire,41.6649079,-91.516186
Iowa City Fire Department,4,4/18/10,2010,1342 OXFORD PL,Building fire,41.644545,-91.488319
Iowa City Fire Department,6,4/30/10,2010,2040 WATERFRONT DR,Building fire,41.637776,-91.529345
Iowa City Fire Department,5,4/30/10,2010,1511 SPRUCE ST,Building fire,41.643428,-91.512523
Iowa City Fire Department,4,5/30/10,2010,1205 LAURA DR Apt 145,Building fire,41.684809,-91.543113
Iowa City Fire Department,4,6/1/10,2010,3342 ROHRET RD,Building fire,41.646094,-91.588499
Iowa City Fire Department,6,8/3/10,2010,834 CLARK ST,Building fire,41.651216,-91.5192299
Iowa City Fire Department,3,8/13/10,2010,218 E MARKET ST,Building fire,41.6637729,-91.532317
Iowa City Fire Department,3,8/22/10,2010,630 S CAPITOL ST,Building fire,41.653607,-91.535771
Iowa City Fire Department,3,9/8/10,2010,838 WALNUT ST,Building fire,41.6505115,-91.5226453
Iowa City Fire Department,7,9/11/10,2010,1080 SILVERCREST WAY,Building fire,41.6490592,-91.4806716
Iowa City Fire Department,3,9/19/10,2010,25 S MADISON ST,Building fire,41.6609691,-91.5377053
Iowa City Fire Department,6,10/15/10,2010,1109 PINE ST,Building fire,41.648911,-91.513864
Iowa City Fire Department,4,10/24/10,2010,2711 FERNDALE DR,Building fire,41.655324,-91.494983
Iowa City Fire Department,4,10/29/10,2010,2401 E HIGHWAY #6 Apt 3809,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,2,11/23/10,2010,219 E IOWA AVE,Building fire,41.6608963,-91.5322989
Iowa City Fire Department,6,11/25/10,2010,2420 S OLD HIGHWAY 218,Building fire,41.6345081,-91.5388446
Iowa City Fire Department,5,11/30/10,2010,2901 MELROSE AVE,Building fire,41.653354,-91.581267
Iowa City Fire Department,4,12/3/10,2010,4 WASHINGTON PL,Building fire,41.659528,-91.515897
Iowa City Fire Department,7,12/15/10,2010,2401 BARTELT RD Apt 2B,Building fire,41.6541195,-91.5739886
Iowa City Fire Department,5,1/28/11,2011,121 E WASHINGTON ST,Building fire,41.6598812,-91.533816
Iowa City Fire Department,3,1/29/11,2011,421 S DODGE ST,Building fire,41.655941,-91.526254
Iowa City Fire Department,5,1/31/11,2011,2908 FRIENDSHIP ST,Building fire,41.65542,-91.490397
Iowa City Fire Department,6,2/14/11,2011,1402 ESTHER ST,Building fire,41.644628,-91.492611
Iowa City Fire Department,8,3/5/11,2011,201 HAWK RIDGE DR Apt 2111,Building fire,41.6478487,-91.5536316
Iowa City Fire Department,4,3/14/11,2011,2470 LAKESIDE DR,Building fire,41.634189,-91.501451
Iowa City Fire Department,4,3/14/11,2011,2470 Lakeside DR Apt 6,Building fire,41.634189,-91.501451
Iowa City Fire Department,5,3/17/11,2011,214 E CHURCH ST,Building fire,41.66831,-91.532402
Iowa City Fire Department,4,4/2/11,2011,730 N LINN ST,Building fire,41.669866,-91.531229
Iowa City Fire Department,4,4/4/11,2011,119 E COLLEGE ST,Building fire,41.65879,-91.533473
Iowa City Fire Department,5,5/1/11,2011,434 S JOHNSON ST,Building fire,41.655757,-91.5268789
Iowa City Fire Department,4,5/2/11,2011,1303 TRACY LN,Building fire,41.639355,-91.51678
Iowa City Fire Department,3,5/8/11,2011,2500 E HIGHWAY #6,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,3,5/29/11,2011,401 KIRKWOOD AVE,Building fire,41.649077,-91.530391
Iowa City Fire Department,6,6/7/11,2011,403 AMHURST ST,Building fire,41.665761,-91.487519
Iowa City Fire Department,4,6/29/11,2011,1032 HOWELL ST,Building fire,41.648741,-91.519806
Iowa City Fire Department,6,7/5/11,2011,1205 LAURA DR Apt 61,Building fire,41.684809,-91.543113
Iowa City Fire Department,5,7/5/11,2011,58 RITA LYN CT,Building fire,41.663608,-91.503936
Iowa City Fire Department,4,7/23/11,2011,2140 DAVIS ST,Building fire,41.637771,-91.5168
Iowa City Fire Department,4,8/7/11,2011,1037 CROSS PARK AVE Apt B,Building fire,41.6388296,-91.521153
Iowa City Fire Department,4,8/23/11,2011,729 N Dubuque ST,Building fire,41.670347,-91.533081
Iowa City Fire Department,3,9/7/11,2011,2401 E HIGHWAY #6 Apt 2216,Building fire,41.6352244,-91.5000773
Iowa City Fire Department,3,9/12/11,2011,324 N LUCAS ST,Building fire,41.6653019,-91.523955
Iowa City Fire Department,7,9/12/11,2011,734 WESTWINDS DR Apt 6,Building fire,41.652109,-91.577457
Iowa City Fire Department,5,9/20/11,2011,420 N 1ST AVE Apt 105,Building fire,41.666789,-91.501436
Iowa City Fire Department,2,9/24/11,2011,257-259 E IOWA AVE,Building fire,41.661006,-91.531857
Iowa City Fire Department,2,9/24/11,2011,225 E IOWA AVE,Building fire,41.660984,-91.532031
Iowa City Fire Department,2,9/24/11,2011,7 S LINN ST,Building fire,41.6608469,-91.5319279
Iowa City Fire Department,2,9/24/11,2011,13 S LINN ST,Building fire,41.660745,-91.531952
Iowa City Fire Department,2,9/24/11,2011,217-221 E IOWA AVE,Building fire,41.660898,-91.5322429
Iowa City Fire Department,3,10/2/11,2011,1916 WATERFRONT DR,Building fire,41.6418294,-91.529644
Iowa City Fire Department,5,10/21/11,2011,432 SAMOA DR,Building fire,41.655305,-91.576265
Iowa City Fire Department,3,10/24/11,2011,2420 WAYNE AVE,Building fire,41.647671,-91.499996
Iowa City Fire Department,4,11/1/11,2011,1902 WOODRIDGE AVE,Building fire,41.664524,-91.508296
Iowa City Fire Department,4,11/2/11,2011,511 WESTWINDS DR,Building fire,41.654782,-91.578539
Iowa City Fire Department,3,11/13/11,2011,801 BOWERY ST,Building fire,41.653854,-91.524005
Iowa City Fire Department,6,11/14/11,2011,3525 SHAMROCK PL,Building fire,41.6554721,-91.4818374
Iowa City Fire Department,4,12/26/11,2011,2427 PETSEL PL Apt #2,Building fire,41.655,-91.57523
Iowa City Fire Department,3,1/1/12,2012,320 S DUBUQUE ST,Building fire,41.6570266,-91.5327378
Iowa City Fire Department,3,1/2/12,2012,E MARKET ST and N LUCAS ST,Building fire,41.6635146,-91.5242554
Iowa City Fire Department,4,1/17/12,2012,517 S LINN ST,Building fire,41.654964,-91.532141
Iowa City Fire Department,6,1/21/12,2012,1132 ASH ST,Building fire,41.647778,-91.514376
Iowa City Fire Department,4,2/19/12,2012,1114 ESSEX ST,Building fire,41.6481939,-91.492645
Iowa City Fire Department,3,2/21/12,2012,322 N VAN BUREN ST,Building fire,41.665335,-91.528208
