Date,year,Address,City,Responsetime,lat,long
2014-11-01,2014,2085 County Home Road,Marion,8.53,42.094278,-91.567912
2011-01-04,2011,2700 Indian Hill Road,Marion,8.53,42.0036043,-91.6129802
2013-03-04,2013,1860 County Home Road,Marion,8.58,42.0938155,-91.5474102
2011-07-11,2011,3400 Barrett Road,Marion,9,42.1083458,-91.5306551
2010-04-20,2010,2417 Cimmarron Road,Marion,9.06,42.073182,-91.601131
2010-04-28,2010,3545 Coffey Lane,Marion,9.1,42.117331,-91.55748
2014-05-14,2014,775 Fairview Drive,Marion,9.16,42.0243687,-91.6016047
2014-11-01,2014,2080 County Home Road,Marion,9.17,42.092911,-91.568035
2014-02-13,2014,Highway 13 & Bertram Road,Marion,9.22,42.033279,-91.5968958
2011-11-30,2011,1600 Secrist Road,Marion,9.25,42.0196034,-91.5206676
2010-11-24,2010,6707 Winslow Road,Marion,9.27,42.085768,-91.5868069
2011-10-10,2011,4500 N. 10th Street,Marion,9.29,42.0669603,-91.6031743
2010-04-01,2010,3306 N. Marion Road,Marion,9.38,42.103793,-91.6019
2011-07-11,2011,1860 County Home Road,Marion,9.44,42.0938155,-91.5474102
2014-07-10,2014,3425 N. Alburnett Road,Marion,9.53,42.110968,-91.616433
2014-04-27,2014,3462 Barnsley Circle,Marion,9.58,42.0566144,-91.6219643
2014-04-07,2014,3425 N. Alburnett Road,Marion,10.03,42.110968,-91.616433
2013-10-14,2013,3366 Gilmore Road,Marion,10.05,42.1077,-91.641161
2010-10-13,2010,1860 County Home Road,Marion,10.13,42.0938155,-91.5474102
2010-09-18,2010,1350 Huntington Hills,Marion,10.42,42.073853,-91.595314
2014-04-18,2014,1421 Martin Creek Road,Marion,10.42,42.007253,-91.502988
2010-10-31,2010,4305 Squaw Lane,Marion,10.58,42.0125875,-91.5613469
2013-01-04,2013,3175 Baker Street,Marion,11.03,42.05238,-91.577827
2010-09-09,2010,Cottage Grove Pkw/Dows Rd,Marion,11.34,41.9884011,-91.5696704
2013-08-11,2013,2266 Oxley Road,Marion,11.45,42.026708,-91.4901749
2014-07-06,2014,Martin Creek/Travis Road,Marion,12,42.0016144,-91.5451447
2014-04-27,2014,2100 County Home Road,Marion,15,42.0938066,-91.5697998
2014-06-16,2014,Martin Creek/Prairie Chapel,Marion,15,42.033279,-91.5968958
,,,,,,
,,,,,,
,,,,,,
,,,,,,
