Service Name,time_diff_edit,Incident Date,Year,Full Address,Fire Incident Type,lat,long
Cedar Rapids Fire Department,3,8/6/08,2008,126 HARBET AVE NW Apt 4,"Cooking fire, confined to container",41.969384,-91.735259
Cedar Rapids Fire Department,4,8/8/08,2008,418 2ND ST NE,Building fire,41.9808548,-91.6704926
Cedar Rapids Fire Department,5,8/9/08,2008,350 EGDEWOOD RD NW,"Cooking fire, confined to container",41.9757766,-91.7165543
Cedar Rapids Fire Department,6,8/10/08,2008,419 LAWNDALE DR SE,Building fire,41.98206,-91.598355
Cedar Rapids Fire Department,5,8/15/08,2008,143 WESTVIEW DR NW,Building fire,41.971373,-91.7475879
Cedar Rapids Fire Department,5,8/19/08,2008,3000 J ST SW Apt 1008,"Cooking fire, confined to container",41.947431,-91.6682398
Cedar Rapids Fire Department,4,8/20/08,2008,2001 O AVE NW,Building fire,41.987894,-91.699503
Cedar Rapids Fire Department,7,8/20/08,2008,5537 NORTH TOWNE PL NE,Building fire,42.034442,-91.6727027
Cedar Rapids Fire Department,3,8/22/08,2008,85 HARBET AVE NW Apt 305,"Cooking fire, confined to container",41.968333,-91.7351709
Cedar Rapids Fire Department,4,8/24/08,2008,1561 BEVER AVE SE Apt 3,Building fire,41.984398,-91.648131
Cedar Rapids Fire Department,8,8/24/08,2008,64 MILLER AVE SW,"Cooking fire, confined to container",41.924938,-91.659128
Cedar Rapids Fire Department,4,8/26/08,2008,3028 CIRCLE DR NE,Building fire,42.009634,-91.668385
Cedar Rapids Fire Department,4,8/27/08,2008,4014 WESTOVER RD SE Apt 2,"Cooking fire, confined to container",42.0195532,-91.6290058
Cedar Rapids Fire Department,4,9/1/08,2008,816 15TH AVE SW Apt 6,Building fire,41.9629059,-91.6805416
Cedar Rapids Fire Department,3,9/1/08,2008,3000 J ST SW Apt 2106,"Cooking fire, confined to container",41.947431,-91.6682398
Cedar Rapids Fire Department,3,9/7/08,2008,120 32ND ST NE Apt 8,Building fire,42.010171,-91.636055
Cedar Rapids Fire Department,5,9/9/08,2008,1485 TOWER LN NE,"Trash or rubbish fire, contained",42.044557,-91.657508
Cedar Rapids Fire Department,7,9/13/08,2008,1005 BRIDGIT LN SE,"Cooking fire, confined to container",42.0244689,-91.6156983
Cedar Rapids Fire Department,3,9/15/08,2008,802 15TH AVE SW,"Trash or rubbish fire, contained",41.963189,-91.680216
Cedar Rapids Fire Department,4,9/15/08,2008,802 15TH AVE SW Apt 3,"Trash or rubbish fire, contained",41.963189,-91.680216
Cedar Rapids Fire Department,4,9/16/08,2008,802 15TH AVE SW Apt 1,Building fire,41.963189,-91.680216
Cedar Rapids Fire Department,4,9/20/08,2008,802 15TH AVE SW,Building fire,41.963189,-91.680216
Cedar Rapids Fire Department,4,9/21/08,2008,3942 21ST AVE PL SW Apt 3,"Cooking fire, confined to container",41.959493,-91.722127
Cedar Rapids Fire Department,5,9/23/08,2008,1221 15TH ST SE,"Cooking fire, confined to container",41.9735326,-91.6490724
Cedar Rapids Fire Department,6,9/23/08,2008,1311 15TH ST SE,"Cooking fire, confined to container",41.9726059,-91.6490687
Cedar Rapids Fire Department,4,9/24/08,2008,1422 3RD AVE SE,Building fire,41.986185,-91.6516259
Cedar Rapids Fire Department,4,9/24/08,2008,1422 3rd AVE SE,"Fire in motor home, camper, recreational vehicle",41.986185,-91.6516259
Cedar Rapids Fire Department,4,9/24/08,2008,1416 3rd AVE SE,Building fire,41.986118,-91.651743
Cedar Rapids Fire Department,7,9/29/08,2008,800 STAUB CT NE,"Cooking fire, confined to container",42.007625,-91.646047
Cedar Rapids Fire Department,5,9/30/08,2008,11TH ST NE and J AV NE,"Fire in portable building, fixed location",41.9996854,-91.6661764
Cedar Rapids Fire Department,6,10/3/08,2008,3333 PIONEER AVE SE,Building fire,41.968963,-91.618782
Cedar Rapids Fire Department,4,10/3/08,2008,418 2ND ST NE,"Cooking fire, confined to container",41.9808548,-91.6704926
Cedar Rapids Fire Department,5,10/5/08,2008,321 41ST ST NE,"Cooking fire, confined to container",42.020095,-91.638259
Cedar Rapids Fire Department,5,10/12/08,2008,908 9TH ST SW,Building fire,41.9672,-91.6816319
Cedar Rapids Fire Department,4,10/19/08,2008,256 35TH STR DR SE,Building fire,42.013604,-91.630297
Cedar Rapids Fire Department,5,10/24/08,2008,418 2ND ST NE,"Cooking fire, confined to container",41.9808548,-91.6704926
Cedar Rapids Fire Department,0,10/31/08,2008,727 GATEWAY ST NE,"Trash or rubbish fire, contained",42.0267089,-91.645154
Cedar Rapids Fire Department,0,10/31/08,2008,727 GATEWAY ST NE,"Trash or rubbish fire, contained",42.0267089,-91.645154
Cedar Rapids Fire Department,5,11/1/08,2008,3333 PIONEER AVE SE Apt 14,Building fire,41.968963,-91.618782
Cedar Rapids Fire Department,3,11/2/08,2008,4233 COUNCIL ST NE NE,Building fire,42.0222679,-91.658464
Cedar Rapids Fire Department,6,11/2/08,2008,1628 PARK TOWNE PL NE,"Cooking fire, confined to container",42.019013,-91.6610836
Cedar Rapids Fire Department,6,11/2/08,2008,2134 NORTH TOWNE LN NE Apt 1,"Cooking fire, confined to container",42.0329638,-91.6712276
Cedar Rapids Fire Department,8,11/6/08,2008,5729 MUIRFIELD DR SW Apt 5,Building fire,41.921617,-91.634623
Cedar Rapids Fire Department,6,11/7/08,2008,2012 WILEY ST SE,"Cooking fire, confined to container",41.975539,-91.638959
Cedar Rapids Fire Department,5,11/11/08,2008,3315 AGIN CT NE Apt 1,"Cooking fire, confined to container",42.034293,-91.6900579
Cedar Rapids Fire Department,4,11/11/08,2008,2011 PARK AVE SE,Building fire,41.9861829,-91.6396199
Cedar Rapids Fire Department,4,11/12/08,2008,1300 OAKLAND RD NE Apt 1206,"Cooking fire, confined to container",42.00229,-91.658767
Cedar Rapids Fire Department,3,11/19/08,2008,2921 IOWA AVE SE,"Cooking fire, confined to container",41.982771,-91.62512
Cedar Rapids Fire Department,7,11/19/08,2008,3750 J ST SW,Building fire,41.940447,-91.667714
Cedar Rapids Fire Department,5,11/20/08,2008,3730 KENCREST DR NE,Building fire,42.016439,-91.64487
Cedar Rapids Fire Department,3,11/20/08,2008,211 PARK CT SE,Building fire,41.987716,-91.649621
Cedar Rapids Fire Department,7,11/23/08,2008,2000 ELLIS BLVD NW,Building fire,41.9964506,-91.6860849
Cedar Rapids Fire Department,6,11/24/08,2008,1125 PRAIRIE DR NE,"Cooking fire, confined to container",42.0043885,-91.6513536
Cedar Rapids Fire Department,4,11/28/08,2008,3901 HARWOOD DR NE,"Chimney or flue fire, confined to chimney or flue",42.019343,-91.70867
Cedar Rapids Fire Department,4,11/30/08,2008,1809 1ST AVE E,Building fire,41.99152,-91.645599
Cedar Rapids Fire Department,7,1/3/09,2009,6818 BRENTWOOD DR NE,Building fire,42.046392,-91.62437
Cedar Rapids Fire Department,8,1/4/09,2009,2413 HELEN CT SE,Building fire,41.952041,-91.627375
Cedar Rapids Fire Department,6,1/4/09,2009,400 1ST ST SE,"Cooking fire, confined to container",41.9753283,-91.6663295
Cedar Rapids Fire Department,3,1/6/09,2009,1718 C AVE NE,"Cooking fire, confined to container",41.993528,-91.650687
Cedar Rapids Fire Department,4,1/11/09,2009,1538 BEVER AVE SE,Building fire,41.98498,-91.648967
Cedar Rapids Fire Department,7,1/16/09,2009,735 CARROLL DR SE,"Chimney or flue fire, confined to chimney or flue",42.008878,-91.619677
Cedar Rapids Fire Department,8,1/16/09,2009,925 A AVE NW,Building fire,41.97332,-91.684761
Cedar Rapids Fire Department,4,1/17/09,2009,210 JOSEPHINE LN NW,Building fire,41.973456,-91.718842
Cedar Rapids Fire Department,6,1/20/09,2009,59 LEISURE BLVD NE,Fire in mobile home used as fixed residence,42.0339311,-91.6907523
Cedar Rapids Fire Department,5,1/21/09,2009,2406 D AVE NE,"Cooking fire, confined to container",42.002132,-91.641568
Cedar Rapids Fire Department,6,1/23/09,2009,225 49TH AVE DR SW,Building fire,41.931213,-91.654588
Cedar Rapids Fire Department,3,1/24/09,2009,1015 8TH ST SE,Building fire,41.974374,-91.654151
Cedar Rapids Fire Department,6,1/25/09,2009,424 ELDER LN NW,Building fire,41.97671,-91.743555
Cedar Rapids Fire Department,4,1/25/09,2009,363 26TH AVE SW,Building fire,41.952188,-91.673032
Cedar Rapids Fire Department,4,2/2/09,2009,1330 ELMHURST DR NE,"Cooking fire, confined to container",42.002547,-91.652073
Cedar Rapids Fire Department,6,2/5/09,2009,825 17TH ST SW,Building fire,41.968273,-91.69446
Cedar Rapids Fire Department,3,2/6/09,2009,923 18th AVE SW,Building fire,41.960517,-91.682163
Cedar Rapids Fire Department,3,2/6/09,2009,917 18TH AVE SW,Building fire,41.960516,-91.682006
Cedar Rapids Fire Department,3,2/7/09,2009,4209 TOPAZ CT NW,Building fire,41.977498,-91.726129
Cedar Rapids Fire Department,9,2/7/09,2009,3115 BLUE RIDGE CT NE,Building fire,42.009094,-91.683284
Cedar Rapids Fire Department,3,2/9/09,2009,1553 E AVE NE,Building fire,41.9780758,-91.6917904
Cedar Rapids Fire Department,5,2/11/09,2009,2100 Rockford AVE SW,Building fire,41.958228,-91.695199
Cedar Rapids Fire Department,7,2/12/09,2009,1619 HAMER DR NW,"Chimney or flue fire, confined to chimney or flue",41.990293,-91.704733
Cedar Rapids Fire Department,6,2/12/09,2009,601 16TH ST NE,Building fire,41.9937309,-91.65678
Cedar Rapids Fire Department,5,2/13/09,2009,1026 A AVE NE,Building fire,41.9854467,-91.6604406
Cedar Rapids Fire Department,6,2/14/09,2009,539 COUNTRY HILL LN NE,"Cooking fire, confined to container",42.045737,-91.640975
Cedar Rapids Fire Department,6,2/17/09,2009,SHAVER RD NE and J,Fires in structure other than in a building,42.000755,-91.6735695
Cedar Rapids Fire Department,4,2/18/09,2009,228 JACOLYN DR SW Apt 8,"Cooking fire, confined to container",41.964872,-91.733186
Cedar Rapids Fire Department,7,2/18/09,2009,1430 WOODSIDE DR NW,"Chimney or flue fire, confined to chimney or flue",41.98785,-91.711979
Cedar Rapids Fire Department,4,2/19/09,2009,1555 PARK AVE SE,Building fire,41.986448,-91.648371
Cedar Rapids Fire Department,5,2/22/09,2009,140 21ST AVE SW Apt 2,"Cooking fire, confined to container",41.9579499,-91.659251
Cedar Rapids Fire Department,4,2/23/09,2009,3000 J ST SW Apt 1505,Building fire,41.947431,-91.6682398
Cedar Rapids Fire Department,5,2/24/09,2009,5000 EDGEWOOD RD NE,"Cooking fire, confined to container",42.0299434,-91.7008565
Cedar Rapids Fire Department,7,2/27/09,2009,3033 ELAINE DR NW,"Cooking fire, confined to container",41.9902042,-91.7121799
Cedar Rapids Fire Department,4,2/27/09,2009,3935 21ST AVE PL SW,"Cooking fire, confined to container",41.959129,-91.721864
Cedar Rapids Fire Department,8,2/28/09,2009,2044 NORTH TOWNE LN NE Apt 1,"Cooking fire, confined to container",42.0329825,-91.6696844
Cedar Rapids Fire Department,5,3/1/09,2009,110 16TH ST NE Apt 4,"Cooking fire, confined to container",41.989769,-91.650405
Cedar Rapids Fire Department,8,3/3/09,2009,411 6TH ST NE,Building fire,41.9838275,-91.6669614
Cedar Rapids Fire Department,4,3/4/09,2009,1001 1ST ST SW,Building fire,41.968257,-91.665796
Cedar Rapids Fire Department,4,3/13/09,2009,4630 WESTCHESTER DR NE,Building fire,42.026331,-91.682988
Cedar Rapids Fire Department,7,3/13/09,2009,75 SUMMER CIR NE,Fire in mobile home used as fixed residence,42.0330175,-91.6889651
Cedar Rapids Fire Department,5,3/13/09,2009,527 20TH ST NE,Building fire,41.9986559,-91.645263
Cedar Rapids Fire Department,8,3/14/09,2009,75 SUMMER CIR NE,Fire in mobile home used as fixed residence,42.0330175,-91.6889651
Cedar Rapids Fire Department,4,3/14/09,2009,4308 LORCARDO DR NE Apt D,"Cooking fire, confined to container",42.023165,-91.671144
Cedar Rapids Fire Department,6,3/14/09,2009,371 17TH ST SE,Building fire,41.985213,-91.646615
Cedar Rapids Fire Department,8,3/14/09,2009,72 Summer Circle DR,Fire in mobile home used as fixed residence,42.0156923,-91.7306623
Cedar Rapids Fire Department,5,3/17/09,2009,1649 32ND ST NE,"Cooking fire, confined to container",42.010174,-91.661558
Cedar Rapids Fire Department,5,3/21/09,2009,5301 KESLER RD NW,Building fire,41.974214,-91.739013
Cedar Rapids Fire Department,5,3/26/09,2009,701 10TH ST SE,"Cooking fire, confined to container",41.9784474,-91.6559663
Cedar Rapids Fire Department,4,4/5/09,2009,1651 29TH ST NE,Building fire,42.006617,-91.66153
Cedar Rapids Fire Department,8,4/6/09,2009,4600 C ST SW,"Trash or rubbish fire, contained",41.9310723,-91.6420687
Cedar Rapids Fire Department,3,4/6/09,2009,1441 2ND AVE SE,Building fire,41.986778,-91.651558
Cedar Rapids Fire Department,4,4/7/09,2009,3141 6TH ST SW,Building fire,41.9464284,-91.6765205
Cedar Rapids Fire Department,6,4/7/09,2009,1125 BELMONT PKY NW,"Cooking fire, confined to container",41.983533,-91.702611
Cedar Rapids Fire Department,8,4/9/09,2009,512 FAIRVIEW DR SE,"Cooking fire, confined to container",41.980759,-91.641005
Cedar Rapids Fire Department,7,4/11/09,2009,1310 HIGHWOOD DR NW,Building fire,41.985772,-91.703873
Cedar Rapids Fire Department,8,4/11/09,2009,4311 WEST POST RD SW,Building fire,41.936179,-91.739455
Cedar Rapids Fire Department,5,4/13/09,2009,2026 1ST AVE E Apt 3,"Cooking fire, confined to container",41.995684,-91.640457
Cedar Rapids Fire Department,6,4/16/09,2009,2136 NORTHGATE DR NE,Building fire,42.005313,-91.671795
Cedar Rapids Fire Department,4,4/16/09,2009,3630 SKYLARK LN SE,Building fire,41.982092,-91.614749
Cedar Rapids Fire Department,6,4/17/09,2009,1601 BLAIRS FERRY RD NE,"Chimney or flue fire, confined to chimney or flue",42.033669,-91.661498
Cedar Rapids Fire Department,7,4/21/09,2009,2127 29TH ST NW Apt 10,Building fire,41.999816,-91.70828
Cedar Rapids Fire Department,7,4/23/09,2009,513 18TH ST SE,Building fire,41.982025,-91.644944
Cedar Rapids Fire Department,3,4/24/09,2009,3030 MOUNT VERNON RD SE,Building fire,41.9768755,-91.6226267
Cedar Rapids Fire Department,5,5/2/09,2009,416 NORWICK RD SW,Building fire,41.965823,-91.743951
Cedar Rapids Fire Department,5,5/9/09,2009,4634 ASPEN LN NE,"Cooking fire, confined to container",42.026217,-91.67689
Cedar Rapids Fire Department,4,5/10/09,2009,2441 LAUREN DR SW,Building fire,41.95396,-91.651767
Cedar Rapids Fire Department,3,5/10/09,2009,842 DANIELS ST NE,Building fire,41.993978,-91.660719
Cedar Rapids Fire Department,5,5/12/09,2009,6601 BRENTWOOD DR NE,"Cooking fire, confined to container",42.04412,-91.624898
Cedar Rapids Fire Department,7,5/14/09,2009,1612 HIDDEN HOLLOW LN NW,Building fire,41.993277,-91.694538
Cedar Rapids Fire Department,6,5/14/09,2009,5117 JOHNSON AVE SW Apt 4,Building fire,41.965611,-91.73839
Cedar Rapids Fire Department,6,5/18/09,2009,2911 RUSSELL DR NE,"Cooking fire, confined to container",42.007357,-91.661043
Cedar Rapids Fire Department,4,5/19/09,2009,2915 Bever AVE SE,Building fire,41.983859,-91.625135
Cedar Rapids Fire Department,5,5/22/09,2009,J ST SW and 3RD ST SW,"Fire in portable building, fixed location",41.9757246,-91.6692635
Cedar Rapids Fire Department,3,5/31/09,2009,1641 1ST AVE E,Building fire,41.990206,-91.647927
Cedar Rapids Fire Department,5,5/31/09,2009,1705 5TH AVE SE Apt B,"Cooking fire, confined to container",41.982207,-91.646148
Cedar Rapids Fire Department,5,6/5/09,2009,513 14TH ST SE,Building fire,41.982254,-91.652275
Cedar Rapids Fire Department,5,6/7/09,2009,1628 PARK TOWNE PL NE Apt 5,"Cooking fire, confined to container",42.019013,-91.6610836
Cedar Rapids Fire Department,6,6/9/09,2009,1224 13TH ST NW,"Cooking fire, confined to container",41.9860967,-91.6932319
Cedar Rapids Fire Department,1,6/10/09,2009,3009 12TH AVE SW Apt 123,Building fire,41.9650055,-91.7107202
Cedar Rapids Fire Department,8,6/10/09,2009,795 SHAVER RD NE,Building fire,41.992539,-91.665589
Cedar Rapids Fire Department,5,6/10/09,2009,3009 12TH AVE SW Apt 123,Building fire,41.9650055,-91.7107202
Cedar Rapids Fire Department,5,6/12/09,2009,5200 E AVE NW,Building fire,41.980354,-91.738923
Cedar Rapids Fire Department,4,6/14/09,2009,2036 WASHINGTON AVE SE,"Cooking fire, confined to container",41.985719,-91.638841
Cedar Rapids Fire Department,4,6/15/09,2009,3011 6TH ST SW Apt 5,Building fire,41.9477978,-91.6766893
Cedar Rapids Fire Department,4,6/15/09,2009,3730 12TH AVE SW,"Cooking fire, confined to container",41.965945,-91.720964
Cedar Rapids Fire Department,7,6/15/09,2009,4600 C ST SW,Building fire,41.9310723,-91.6420687
Cedar Rapids Fire Department,5,6/20/09,2009,147 20TH AVE SW Apt 3,Building fire,41.958288,-91.659206
Cedar Rapids Fire Department,6,6/21/09,2009,234 JACOLYN DR SW Apt 11,"Cooking fire, confined to container",41.964872,-91.733186
Cedar Rapids Fire Department,4,6/23/09,2009,2550 MEADOWBROOK DR SE,Building fire,41.981091,-91.630611
Cedar Rapids Fire Department,5,6/27/09,2009,1037 OAKLAND RD NE,Building fire,41.998683,-91.660262
Cedar Rapids Fire Department,5,6/29/09,2009,1224 13TH ST NW,Building fire,41.9860967,-91.6932319
Cedar Rapids Fire Department,6,6/29/09,2009,BLAKELY BLVD SE and OTIS RD SE,Building fire,41.9582059,-91.6334509
Cedar Rapids Fire Department,5,6/30/09,2009,200 EDGEWOOD RD NW,Building fire,41.973048,-91.716331
Cedar Rapids Fire Department,4,7/3/09,2009,16TH ST NE and D AV NE,"Cooking fire, confined to container",41.9926959,-91.653791
Cedar Rapids Fire Department,5,7/4/09,2009,706 CRYSTAL DR NE,Building fire,42.009699,-91.643506
Cedar Rapids Fire Department,6,7/5/09,2009,5340 COUNCIL ST NE,"Cooking fire, confined to container",42.031846,-91.655316
Cedar Rapids Fire Department,3,7/7/09,2009,2600 EDGEWOOD RD SW,"Cooking fire, confined to container",41.9521787,-91.7194071
Cedar Rapids Fire Department,7,7/7/09,2009,1315 OAKLAND RD NE,"Cooking fire, confined to container",42.0023352,-91.6598855
Cedar Rapids Fire Department,4,7/10/09,2009,3000 J ST SW,Building fire,41.947431,-91.6682398
Cedar Rapids Fire Department,5,7/11/09,2009,159 COLLINS RD NE,"Cooking fire, confined to container",42.0272952,-91.6252311
Cedar Rapids Fire Department,5,7/13/09,2009,1312 6TH ST NW,Building fire,41.985793,-91.6812209
Cedar Rapids Fire Department,4,7/13/09,2009,1239 5TH AVE SE,"Cooking fire, confined to container",41.982004,-91.652917
Cedar Rapids Fire Department,7,7/13/09,2009,2128 NORTH TOWNE LN NE Apt 2,"Cooking fire, confined to container",42.0329651,-91.6711247
Cedar Rapids Fire Department,5,7/13/09,2009,1308 6th ST NW,Building fire,41.985656,-91.681219
Cedar Rapids Fire Department,5,7/15/09,2009,1241 3RD AVE SE Apt 3,"Cooking fire, confined to container",41.983668,-91.654579
Cedar Rapids Fire Department,7,7/15/09,2009,5645 CORNELL ST SW,Building fire,41.9183499,-91.659347
Cedar Rapids Fire Department,4,7/16/09,2009,3207 WAVELAND DR NW,Building fire,41.982515,-91.714187
Cedar Rapids Fire Department,6,7/28/09,2009,1600 3RD ST SE,Building fire,41.969991,-91.655813
Cedar Rapids Fire Department,5,8/8/09,2009,208 35TH STR DR SE Apt 326,"Cooking fire, confined to container",42.0133799,-91.6321987
Cedar Rapids Fire Department,5,8/14/09,2009,310 5TH AVE SE Apt 1150,"Cooking fire, confined to container",41.9759389,-91.663465
Cedar Rapids Fire Department,0,8/15/09,2009,207 WESLEY DR NW,Building fire,41.973238,-91.717168
Cedar Rapids Fire Department,6,8/20/09,2009,4120 BOOTH ST SW,Building fire,41.936748,-91.66052
Cedar Rapids Fire Department,8,8/21/09,2009,4120 BOOTH ST SW,Building fire,41.936748,-91.66052
Cedar Rapids Fire Department,8,8/25/09,2009,4120 BOOTH ST SW,"Trash or rubbish fire, contained",41.936748,-91.66052
Cedar Rapids Fire Department,9,8/25/09,2009,4120 BOOTH ST SW,"Trash or rubbish fire, contained",41.936748,-91.66052
Cedar Rapids Fire Department,7,8/26/09,2009,4120 BOOTH ST SW,"Commercial Compactor fire, confined to rubbish",41.936748,-91.66052
Cedar Rapids Fire Department,4,8/26/09,2009,1150 23RD ST SE,Building fire,41.97487,-91.634801
Cedar Rapids Fire Department,5,8/28/09,2009,1082 JUNIPER DR SW,Building fire,41.966819,-91.707632
Cedar Rapids Fire Department,5,8/30/09,2009,4109 TREELINE CT NE,"Cooking fire, confined to container",42.020523,-91.709437
Cedar Rapids Fire Department,5,8/31/09,2009,1336 BURCH AVE NW,"Cooking fire, confined to container",41.973177,-91.690848
Cedar Rapids Fire Department,4,9/2/09,2009,1521 6TH AVE SE,Building fire,41.981298,-91.649593
Cedar Rapids Fire Department,3,9/2/09,2009,4303 1ST AVE W Apt 105,"Trash or rubbish fire, contained",41.9667219,-91.7271227
Cedar Rapids Fire Department,4,9/3/09,2009,310 5TH AVE SE,"Cooking fire, confined to container",41.9759389,-91.663465
Cedar Rapids Fire Department,4,9/6/09,2009,814 21ST ST SE,Building fire,41.978642,-91.638683
Cedar Rapids Fire Department,7,9/9/09,2009,1601 BLAIRS FERRY RD NE,Building fire,42.033669,-91.661498
Cedar Rapids Fire Department,5,9/10/09,2009,2249 C ST SW,"Cooking fire, confined to container",41.9576419,-91.6503362
Cedar Rapids Fire Department,3,9/12/09,2009,640 16TH AVE SW Apt 11,"Cooking fire, confined to container",41.962129,-91.678741
Cedar Rapids Fire Department,7,9/14/09,2009,19 DARTMOUTH ST SW,Building fire,41.9248707,-91.6514299
Cedar Rapids Fire Department,3,9/14/09,2009,1432 6TH AVE SE,Building fire,41.981825,-91.650691
Cedar Rapids Fire Department,4,9/15/09,2009,435 ASHTON PL NE Apt 57,"Cooking fire, confined to container",42.0411615,-91.6391447
Cedar Rapids Fire Department,8,9/15/09,2009,855 35TH ST NE,Building fire,42.011914,-91.6464
Cedar Rapids Fire Department,5,9/17/09,2009,2123 WESTDALE DR SW,"Cooking fire, confined to container",41.9582102,-91.7227502
Cedar Rapids Fire Department,4,9/24/09,2009,100 1ST AVE E,"Cooking fire, confined to container",41.9787354,-91.6700109
Cedar Rapids Fire Department,6,9/25/09,2009,3839 LENOX AVE NE,"Cooking fire, confined to container",42.018263,-91.641781
Cedar Rapids Fire Department,5,9/26/09,2009,135 JANICE DR NW,Building fire,41.972833,-91.719228
Cedar Rapids Fire Department,3,10/6/09,2009,2925 JOHNSON AVE NW,"Fire in motor home, camper, recreational vehicle",41.973051,-91.710226
Cedar Rapids Fire Department,2,10/8/09,2009,3000 J ST SW Apt 801,Building fire,41.947431,-91.6682398
Cedar Rapids Fire Department,4,10/12/09,2009,2417 B AVE NE,Building fire,42.001588,-91.638135
Cedar Rapids Fire Department,4,10/13/09,2009,4250 6TH ST SW,"Trash or rubbish fire, contained",41.93619,-91.677443
Cedar Rapids Fire Department,5,10/16/09,2009,551 ASHTON PL NE Apt 1,"Cooking fire, confined to container",42.0419826,-91.6404407
Cedar Rapids Fire Department,5,10/16/09,2009,60 MILLER AVE SW Apt 5,"Cooking fire, confined to container",41.924893,-91.6585829
Cedar Rapids Fire Department,5,10/17/09,2009,3980 CENTER POINT RD NE,Building fire,42.01979,-91.664259
Cedar Rapids Fire Department,6,10/19/09,2009,1640 34TH ST NE,Building fire,42.013753,-91.661164
Cedar Rapids Fire Department,3,10/21/09,2009,640 16TH AVE SW Apt 12,Building fire,41.962129,-91.678741
Cedar Rapids Fire Department,6,10/21/09,2009,1660 F AVE NW,Building fire,41.9797119,-91.6940953
Cedar Rapids Fire Department,5,10/21/09,2009,418 2ND ST NE,"Cooking fire, confined to container",41.9808548,-91.6704926
Cedar Rapids Fire Department,5,10/26/09,2009,1311 15TH ST SE Apt 105,Building fire,41.9726059,-91.6490687
Cedar Rapids Fire Department,6,10/26/09,2009,418 2ND ST NE,Building fire,41.9808548,-91.6704926
Cedar Rapids Fire Department,6,10/29/09,2009,1201 15TH ST SE,"Cooking fire, confined to container",41.972777,-91.649837
Cedar Rapids Fire Department,4,10/29/09,2009,230 2nd ST SE,Building fire,41.977327,-91.667095
Cedar Rapids Fire Department,4,10/29/09,2009,370 19TH ST SE,"Cooking fire, confined to container",41.985083,-91.642582
Cedar Rapids Fire Department,5,11/2/09,2009,246 SUSSEX DR NE,Building fire,42.045713,-91.631646
Cedar Rapids Fire Department,8,11/2/09,2009,5005 JOHNSON AVE SW Apt 6,Building fire,41.966491,-91.736214
Cedar Rapids Fire Department,4,11/6/09,2009,274 24TH AVE SW,"Cooking fire, confined to container",41.955149,-91.668809
Cedar Rapids Fire Department,5,11/7/09,2009,6218 ROCKWELL DR NE Apt 101,"Cooking fire, confined to container",42.0403235,-91.6485748
Cedar Rapids Fire Department,4,11/8/09,2009,418 2ND ST NE,"Cooking fire, confined to container",41.9808548,-91.6704926
Cedar Rapids Fire Department,5,11/10/09,2009,3212 WILSON AVE SW,"Cooking fire, confined to container",41.956743,-91.71397
Cedar Rapids Fire Department,0,11/12/09,2009,55 KIRKWOOD CT SW,Building fire,41.920886,-91.655518
Cedar Rapids Fire Department,7,11/12/09,2009,1650 11TH ST NW,"Cooking fire, confined to container",41.990532,-91.687733
Cedar Rapids Fire Department,6,11/17/09,2009,1712 4TH AVE SE,Building fire,41.983738,-91.645975
Cedar Rapids Fire Department,6,11/19/09,2009,54 19th AVE SW,Building fire,41.964233,-91.658507
Cedar Rapids Fire Department,6,11/19/09,2009,60 19th AVE SW,Building fire,41.964093,-91.6586389
Cedar Rapids Fire Department,0,11/19/09,2009,4545 WENIG RD NE,Building fire,42.0247408,-91.6808385
Cedar Rapids Fire Department,6,11/19/09,2009,56 19th AVE SW,Building fire,41.964177,-91.65856
Cedar Rapids Fire Department,5,11/20/09,2009,1716 4TH AVE SE,Building fire,41.983832,-91.645753
Cedar Rapids Fire Department,6,11/21/09,2009,319 LEWELLEN DR NW,Building fire,41.975323,-91.737728
Cedar Rapids Fire Department,5,11/27/09,2009,1021 9TH ST SE,Building fire,41.974883,-91.652901
Cedar Rapids Fire Department,5,11/28/09,2009,1338 PARKWOOD DR SE,Building fire,41.972004,-91.632008
Cedar Rapids Fire Department,6,12/5/09,2009,64 MILLER AVE SW,"Cooking fire, confined to container",41.924938,-91.659128
Cedar Rapids Fire Department,6,12/5/09,2009,3000 J ST SW,"Cooking fire, confined to container",41.947431,-91.6682398
Cedar Rapids Fire Department,5,12/6/09,2009,2026 EASTERN BLVD SE,Building fire,41.992982,-91.631145
Cedar Rapids Fire Department,5,12/6/09,2009,1324 A AVE NW,Building fire,41.972103,-91.690023
Cedar Rapids Fire Department,6,12/8/09,2009,1710 APACHE TRL NW,Building fire,41.984581,-91.694657
Cedar Rapids Fire Department,6,12/12/09,2009,1737 14TH AVE SE,Building fire,41.971344,-91.644458
Cedar Rapids Fire Department,4,12/14/09,2009,418 2ND ST NE,"Incinerator overload or malfunction, fire confined",41.9808548,-91.6704926
Cedar Rapids Fire Department,7,12/16/09,2009,454 18TH ST NW,"Cooking fire, confined to container",41.977752,-91.697097
Cedar Rapids Fire Department,5,12/16/09,2009,5330 HARBET AVE NW,Building fire,41.973972,-91.739697
Cedar Rapids Fire Department,5,12/16/09,2009,4867 1ST AVE W Apt C,"Cooking fire, confined to container",41.9668431,-91.7340389
Cedar Rapids Fire Department,1,12/18/09,2009,1435 1ST AVE E,"Cooking fire, confined to container",41.987673,-91.6525276
