GIS_Number,"Map Name",Class,Doing_Business_As,Address,Deedholder,Acres,"Residential Occupancy Type","Style Descr","Year Built","Total Living Area","Commercial Occupancy Type","Year Built_2","Gross Bldg Area","2013 Total","2016 Total"
141745200800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.096,"","","","","","","",0,0
141745200900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.116,"","","","","","","",0,0
141745201000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.093,"","","","","","","",0,0
141745201100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.1,"","","","","","","",0,0
141745201200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.151,"","","","","","","",0,0
141745201400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.297,"","","","","","","",0,0
141745201500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.228,"","","","","","","",0,0
141745202100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.119,"","","","","","","",0,0
141745202300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.252,"","","","","","","",0,0
141745202400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.114,"","","","","","","",0,0
141745300100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.155,"","","","","","","",0,0
141745300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.204,"","","","","","","",0,0
141745300600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.164,"","","","","","","",0,0
141745300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.164,"","","","","","","",0,0
141745300800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.149,"","","","","","","",0,0
141745300900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.164,"","","","","","","",0,0
141745301000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.164,"","","","","","","",0,0
141745301100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.164,"","","","","","","",0,0
141745301200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.164,"","","","","","","",0,0
141745301300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.164,"","","","","","","",0,0
141745301500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.149,"","","","","","","",0,0
141745301600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.164,"","","","","","","",0,0
141810100100000,"CITY PROPERTY",EXEMPT,"SECTION OF RIVER","VACANT LAND NW","CEDAR RAPIDS CITY OF",44.11,"","","","","","","",0,0
141815105300000,"CITY PROPERTY",EXEMPT,"ELLIS GOLF COURSE","VACANT LAND NW","CEDAR RAPIDS CITY OF",19.7,"","","","","","","",0,0
141817600100000,"CITY PROPERTY",EXEMPT,"ELLIS GOLF COURSE","VACANT LAND NW","CEDAR RAPIDS CITY OF",38.75,"","","","","","","",0,0
141820100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",5.95,"","","","","","","",0,0
141822600100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",4.37,"","","","","","","",0,0
141822600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS RD NW","CEDAR RAPIDS CITY OF",0.388,"","","","","","","",0,0
141822600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS RD NW","CEDAR RAPIDS CITY OF",0.452,"","","","","","","",0,0
141822600700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS RD NW","CEDAR RAPIDS CITY OF",0.771,"","","","","","","",0,0
141822800100000,"CITY PROPERTY",EXEMPT,"SECTION OF RIVER","VACANT LAND NE","CEDAR RAPIDS CITY OF",4.0,"","","","","","","",0,0
141840101700000,"CITY PROPERTY",EXEMPT,"ELLIS GOLF COURSE","VACANT LAND NW","CEDAR RAPIDS CITY OF",2.5,"","","","","","","",0,0
141840102100000,"CITY PROPERTY",EXEMPT,"ELLIS GOLF COURSE","VACANT LAND NW","CEDAR RAPIDS CITY OF",3.59,"","","","","","","",0,0
141847603000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",2.96,"","","","","","","",0,0
141922803800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.149,"","","","","","","",0,0
141940100100000,"CITY PROPERTY",EXEMPT,"SHAWNEE PARK","19TH ST NW","CEDAR RAPIDS CITY OF",19.83,"","","","","","","",0,0
141945500300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.316,"","","","","","","",0,0
141945601700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.93,"","","","","","","",0,0
141947900100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH ST NW","CEDAR RAPIDS CITY OF",0.193,"","","","","","","",0,0
142010100400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.324,"","","","","","","",0,0
142010500900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142010501000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142010501100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142010501200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142010501300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142010501500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","O AVE NW","CEDAR RAPIDS CITY OF",0.07,"","","","","","","",0,0
142010501600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","","",0,0
142010501700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142010501800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142010501900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142012600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","Q AVE NW","CEDAR RAPIDS CITY OF",0.084,"","","","","","","",0,0
142012600300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","Q AVE NW","CEDAR RAPIDS CITY OF",0.084,"","","","","","","",0,0
142012600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142012600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142012600600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142012600700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142012600800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142012601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","","",0,0
142012601300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142012601400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142012700600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","PENN AVE NW","CEDAR RAPIDS CITY OF",0.17,"","","","","","","",0,0
142012700700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","PENN AVE NW","CEDAR RAPIDS CITY OF",0.169,"","","","","","","",0,0
142012701100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142012701300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013000100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.159,"","","","","","","",0,0
142013000200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.159,"","","","","","","",0,0
142013000400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013000600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013000900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013001200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013001400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","O AVE NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013001500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","O AVE NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013001700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013001800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013001900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013002000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.22,"","","","","","","",0,0
142013002100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142013002200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142013002300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013002400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013002500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013002800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013102400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142013102500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142017800200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","","",0,0
142017800300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142017800400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142017800500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142017800600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142017800700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142017800800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142017900100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","","",0,0
142017900300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142017900400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.22,"","","","","","","",0,0
142017900500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142017900600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.1469,"","","","","","","",0,0
142017900700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.2938,"","","","","","","",0,0
142017900800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.191,"","","","","","","",0,0
142017901000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.1469,"","","","","","","",0,0
142017901300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018200200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","N AVE NW","CEDAR RAPIDS CITY OF",0.076,"","","","","","","",0,0
142018200300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.101,"","","","","","","",0,0
142018200500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018200700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018200800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018200900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018201200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018201400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018300100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018300200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018301000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018301300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018400200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","M AVE NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142018400300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142018400500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018400600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018400700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018400800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018400900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018401000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018401100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018500200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","M AVE NW","CEDAR RAPIDS CITY OF",0.034,"","","","","","","",0,0
142018500300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.113,"","","","","","","",0,0
142018500400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018500500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018500600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018500700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018500800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018500900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018501000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018501100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142018600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018600600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018600800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018600900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142018601300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018601600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018601700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018602000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018602100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.138,"","","","","","","",0,0
142018700500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018700600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018700800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.098,"","","","","","","",0,0
142018701000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.132,"","","","","","","",0,0
142018701300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018701400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018701500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142018701700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.103,"","","","","","","",0,0
142027700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",3.53,"","","","","","","",0,0
142027700500000,"CITY PROPERTY",EXEMPT,"WATER RETENTION","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.72,"","","","","","","",0,0
142035700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.23,"","","","","","","",0,0
142035700500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.514,"","","","","","","",0,0
142040300200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","","",0,0
142040300300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","","",0,0
142040300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","","",0,0
142040300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.161,"","","","","","","",0,0
142040300600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.321,"","","","","","","",0,0
142040300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","","",0,0
142040400200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040400600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.235,"","","","","","","",0,0
142040400700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040400800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040400900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040401000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040401100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.22,"Detached Structures Only","",1992,"","","","",0,0
142040401200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","","",0,0
142040401300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040401600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040401700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040500400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142040500600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142040500700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.11,"","","","","","","",0,0
142040501000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040501100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040501300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","","",0,0
142040501700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","L AVE NW","CEDAR RAPIDS CITY OF",0.048,"","","","","","","",0,0
142040600200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",5.9,"","","","","","","",0,0
