GIS_Number,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,2016 Land Res,2016 Land Comm,2016 Land Total,2016 Dwlg,2016 Improv,2016 Total
190722700100000,BEVERLY GARDENS,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,43.3004,,,,,,,,0,0,0,0,0,0
190642600200000,BEVERLY PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,30.8802,,,,,,,,0,0,0,0,0,0
190630200100000,BEVERLY PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,42.3399,,,,,,,,0,0,0,0,0,0
140220201100000,BIKE/ WALKING TRAIL,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,6.64,,,,,,,,0,0,0,0,0,0
140445800900000,BIKE/WALKING TRAIL,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.2,,,,,,,,0,0,0,0,0,0
141725200200000,BOAT STORAGE & RIVER FRONT MAINTENANCE,EXEMPT,CITY PROPERTY,2550,ELLIS RD NW,CEDAR RAPIDS CITY OF,13.91,,,,,,,,0,0,0,0,0,0
113542800200000,BOWMAN WOOD PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,13.73,,,,,,,,0,0,0,0,0,0
142913000100000,BUS GARAGE,EXEMPT,CITY PROPERTY,427,8TH ST NW,CEDAR RAPIDS CITY OF,1.5593,,,,,,,,0,0,0,0,0,0
141637700100000,CEDAR LAKE PAVILION,EXEMPT,CITY PROPERTY,855,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.6741,,,,,,,,0,0,0,0,0,0
142737600100000,CEDAR RAPIDS SOLID WASTE,EXEMPT,CITY PROPERTY,2250,A ST SW,CEDAR RAPIDS CITY OF,0.35,,,,,,,,0,0,0,0,0,0
143537700100000,CEDAR RIVER,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,54.0,,,,,,,,0,0,0,0,0,0
143535100100000,CEDAR RIVER TRAIL,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.848,,,,,,,,0,0,0,0,0,0
143440100100000,CEDAR RIVER TRAIL,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,7.0323,,,,,,,,0,0,0,0,0,0
142813300500000,CEDAR VALLEY MONTESSORI,EXEMPT,CITY PROPERTY,145,4TH AVE SE,CEDAR RAPIDS CITY OF,3.805,,,,,,,,0,0,0,0,0,0
143527701100000,CEDAR VALLEY PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,5.5567,,,,,,,,0,0,0,0,0,0
142220500100000,CENTRAL PARK,EXEMPT,CITY PROPERTY,1556,B AVE NE,CEDAR RAPIDS CITY OF,0.2185,,,,,,,,0,0,0,0,0,0
132515100200000,CHEROKEE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.281,,,,,,,,0,0,0,0,0,0
132515300800000,CHEROKEE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.298,,,,,,,,0,0,0,0,0,0
132527601000000,CHEROKEE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.405,,,,,,,,0,0,0,0,0,0
132515100300000,CHEROKEE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.422,,,,,,,,0,0,0,0,0,0
132515100100000,CHEROKEE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.585,,,,,,,,0,0,0,0,0,0
132517600200000,CHEROKEE PARK,EXEMPT,CITY PROPERTY,3572,JOHNSON AVE NW,CEDAR RAPIDS CITY OF,4.0,,,,,,,,0,0,0,0,0,0
132515200100000,CHEROKEE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,10.53,,,,,,,,0,0,0,0,0,0
132627600100000,CHERRY HILL PARK,EXEMPT,CITY PROPERTY,341,STONEY POINT RD NW,CEDAR RAPIDS CITY OF,56.27,,,,,,,,0,0,0,0,0,0
153222600100000,CHEYENNE PARK,EXEMPT,CITY PROPERTY,1401,CEDAR BEND LN SW,CEDAR RAPIDS CITY OF,31.1042,,,,,,,,0,0,0,0,0,0
191530100200000,CITY ANIMAL SHELTER,EXEMPT,CITY PROPERTY,900,76TH AVE DR SW,CEDAR RAPIDS CITY OF,1.18,,,,,,,,0,0,0,0,0,0
142847801200000,CITY PARKING LOT,EXEMPT,CITY PROPERTY,50,16TH AVE SW,CEDAR RAPIDS CITY OF,0.0597,,,,,,,,0,0,0,0,0,0
142146001400000,CITY PARKING RAMP,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.01,,,,,,,,0,0,0,0,0,0
142146001500000,CITY PARKING RAMP,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.01,,,,,,,,0,0,0,0,0,0
142146001200000,CITY PARKING RAMP,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.02,,,,,,,,0,0,0,0,0,0
142146001300000,CITY PARKING RAMP,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.02,,,,,,,,0,0,0,0,0,0
142146000200000,CITY PARKING RAMP,EXEMPT,CITY PROPERTY,325,1ST AVE SE,CEDAR RAPIDS CITY OF,0.3214,,,,,,,,0,0,0,0,0,0
141632600100000,CITY WATER WORKS,EXEMPT,CITY PROPERTY,1111,SHAVER RD NE,CEDAR RAPIDS CITY OF,17.77,,,,,,,,0,0,0,0,0,0
142932600100000,CLEVELAND PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,8.6736,,,,,,,,0,0,0,0,0,0
132632700300000,COOLIDGE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,2.538,,,,,,,,0,0,0,0,0,0
143115202900000,CORNER OF WILSON AVE SW AND 25TH ST SW,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.65,,,,,,,,0,0,0,0,0,0
140330100200000,CREEKSIDE PAVILLION WADING POOL,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.81,,,,,,,,0,0,0,0,0,0
142820300100000,CTY HALL,EXEMPT,CITY PROPERTY,101,1ST ST SE,CEDAR RAPIDS CITY OF,1.2948,,,,,,,,0,0,0,0,0,0
141640100100000,DANIELS PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,25.67,,,,,,,,0,0,0,0,0,0
133517600100000,DELANEY PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,16.39,,,,,,,,0,0,0,0,0,0
113425800100000,DETENTION AREA,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.97,,,,,,,,0,0,0,0,0,0
113425900100000,DETENTION AREA,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,1.4,,,,,,,,0,0,0,0,0,0
142137700602000,DOUBLE TREE HOTEL-TAXABLE PORTION-BLL,COMMERCIAL,HOTEL,350,1ST AVE NE,CEDAR RAPIDS CITY OF,,,,,,Hotel / Motel,1978,185799,0,0,0,0,14650800,14650800
143228200100000,DRAINAGE DITCH,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1252,,,,,,,,0,0,0,0,0,0
143227801200000,DRAINAGE DITCH,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1283,,,,,,,,0,0,0,0,0,0
143227800300000,DRAINAGE DITCH,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.2556,,,,,,,,0,0,0,0,0,0
142221301100000,DRIVEWAY,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.012,,,,,,,,0,0,0,0,0,0
142223000800000,DRIVEWAY,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.064,,,,,,,,0,0,0,0,0,0
140430101400000,DRIVEWAY,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.08,,,,,,,,0,0,0,0,0,0
142823101400000,DRIVEWAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.14,,,,,,,,0,0,0,0,0,0
142822801200000,DRIVEWAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.48,,,,,,,,0,0,0,0,0,0
142823201300000,DRIVEWAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.55,,,,,,,,0,0,0,0,0,0
192037600400000,DRIVEWAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,2.53,,,,,,,,0,0,0,0,0,0
193010100100000,EASTERN IOWA AIRPORT,EXEMPT,CITY PROPERTY,2121,ARTHUR COLLINS PKWY SW,CEDAR RAPIDS CITY OF,937.9435,,,,,,,,0,0,0,0,0,0
141840101700000,ELLIS GOLF COURSE,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,2.5,,,,,,,,0,0,0,0,0,0
141840102100000,ELLIS GOLF COURSE,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,3.59,,,,,,,,0,0,0,0,0,0
141815105300000,ELLIS GOLF COURSE,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,19.7,,,,,,,,0,0,0,0,0,0
141817600100000,ELLIS GOLF COURSE,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,38.75,,,,,,,,0,0,0,0,0,0
141732600100000,ELLIS PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,22.2,,,,,,,,0,0,0,0,0,0
141730100100000,ELLIS PARK,EXEMPT,CITY PROPERTY,1876,ELLIS LN NW,CEDAR RAPIDS CITY OF,156.68,,,,,,,,0,0,0,0,0,0
142813101200000,ENTRY WAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0037,,,,,,,,0,0,0,0,0,0
142813101300000,ENTRY WAY,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.01,,,,,,,,0,0,0,0,0,0
142240601000000,FAIRVIEW PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.34,,,,,,,,0,0,0,0,0,0
190925100100000,FIRE STATION #2,EXEMPT,CITY PROPERTY,442,50TH AVE CT SW,CEDAR RAPIDS CITY OF,3.39,,,,,,,,0,0,0,0,0,0
143332800300000,FIRE STATION #5,EXEMPT,CITY PROPERTY,509,WILSON AVE SW,CEDAR RAPIDS CITY OF,0.1757,,,,,,,,0,0,0,0,0,0
142337802700000,FIRE STATION #6,EXEMPT,CITY PROPERTY,2416,MT VERNON RD SE,CEDAR RAPIDS CITY OF,,,,,,,,,0,0,0,0,0,0
141135300500000,FIRE STATION #7,EXEMPT,CITY PROPERTY,206,29TH ST NE,CEDAR RAPIDS CITY OF,0.38,,,,,,,,0,0,0,0,0,0
132537700100000,FIRE STATION #8,EXEMPT,CITY PROPERTY,100,WILEY BLVD SW,CEDAR RAPIDS CITY OF,1.0,,,,,,,,0,0,0,0,0,0
113440300100000,FIRE STATION #9,EXEMPT,CITY PROPERTY,415,BRODERICK DR NE,CEDAR RAPIDS CITY OF,0.5939,,,,,,,,0,0,0,0,0,0
142140800900000,FIRE STATION 1ST AVE SE,EXEMPT,CITY PROPERTY,705,1ST AVE SE,CEDAR RAPIDS CITY OF,1.03,,,,,,,,0,0,0,0,0,0
142140801000000,FIRE STATION 1ST AVE SE,EXEMPT,CITY PROPERTY,706,2ND AVE SE,CEDAR RAPIDS CITY OF,1.03,,,,,,,,0,0,0,0,0,0
142822700100000,FIRE TRAINING FACILITY,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.6683,,,,,,,,0,0,0,0,0,0
142910600100000,FIRE TRUCK GARAGE,EXEMPT,CITY PROPERTY,222,3RD ST NW,CEDAR RAPIDS CITY OF,2.2361,,,,,,,,0,0,0,0,0,0
132440200300000,FIRESTATION 3,EXEMPT,CITY PROPERTY,3520,CRESTWOOD DR NW,CEDAR RAPIDS CITY OF,0.855,,,,,,,,0,0,0,0,0,0
142913000800000,FIVE SEASONS TRANSPORTATION & PARKING MAINTENANCE FACILITY,EXEMPT,CITY PROPERTY,620,C AVE NW,CEDAR RAPIDS CITY OF,0.195,,,,,,,,0,0,0,0,0,0
190645100100000,FLAHERTY PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,12.2921,,,,,,,,0,0,0,0,0,0
190647600100000,FLAHERTY PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,19.2426,,,,,,,,0,0,0,0,0,0
142810501100000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,0,0,0,0,0,0
142848000600000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.0229,,,,,,,,0,0,0,0,0,0
142810500400000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.028,,,,,,,,0,0,0,0,0,0
142847902000000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.0574,,,,,,,,0,0,0,0,0,0
142847902200000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.0688,,,,,,,,0,0,0,0,0,0
142847902300000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.0688,,,,,,,,0,0,0,0,0,0
142732801200000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.1,,,,,,,,0,0,0,0,0,0
142848000400000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1147,,,,,,,,0,0,0,0,0,0
142847901800000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1148,,,,,,,,0,0,0,0,0,0
142847902100000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1148,,,,,,,,0,0,0,0,0,0
142848000200000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1148,,,,,,,,0,0,0,0,0,0
142848000300000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1148,,,,,,,,0,0,0,0,0,0
142727700700000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.125,,,,,,,,0,0,0,0,0,0
142847901900000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1721,,,,,,,,0,0,0,0,0,0
142823700200000,FLAT PARKING,EXEMPT,CITY PROPERTY,305,2ND AVE SW,CEDAR RAPIDS CITY OF,0.184,,,,,,,,0,0,0,0,0,0
142848000900000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.184,,,,,,,,0,0,0,0,0,0
142813100400000,FLAT PARKING,EXEMPT,CITY PROPERTY,312,1ST ST SE,CEDAR RAPIDS CITY OF,0.1928,,,,,,,,0,0,0,0,0,0
193020100500000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.2193,,,,,,,,0,0,0,0,0,0
142820600200000,FLAT PARKING,EXEMPT,CITY PROPERTY,101,3RD AVE SE,CEDAR RAPIDS CITY OF,0.2201,,,,,,,,0,0,0,0,0,0
191415800900000,FLAT PARKING,EXEMPT,CITY PROPERTY,1931,ROOSEVELT RD SW,CEDAR RAPIDS CITY OF,0.281,,,,,,,,0,0,0,0,0,0
142146000100000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.2893,,,,,,,,0,0,0,0,0,0
142145900500000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.386,,,,,,,,0,0,0,0,0,0
143437602200000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.7418,,,,,,,,0,0,0,0,0,0
140430101200000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.8,,,,,,,,0,0,0,0,0,0
142815700100000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.8329,,,,,,,,0,0,0,0,0,0
142727700500000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.841,,,,,,,,0,0,0,0,0,0
142815600100000,FLAT PARKING,EXEMPT,CITY PROPERTY,105,8TH AVE SE,CEDAR RAPIDS CITY OF,0.957,,,,,,,,0,0,0,0,0,0
142048301100000,FLAT PARKING,EXEMPT,CITY PROPERTY,300,F AVE NW,CEDAR RAPIDS CITY OF,1.019,,,,,,,,0,0,0,0,0,0
142815600300000,FLAT PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,1.1019,,,,,,,,0,0,0,0,0,0
142840300100000,FLAT PARKING,EXEMPT,CITY PROPERTY,1001,2ND ST SE,CEDAR RAPIDS CITY OF,9.66,,,,,,,,0,0,0,0,0,0
142917800800000,FORMERLY AJRAM FURNITURE/VAC LOT,EXEMPT,CITY PROPERTY,720,1ST AVE NW,CEDAR RAPIDS CITY OF,0.45,,,,,,,,0,0,0,0,0,0
142146100100000,GREEN SQUARE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,4.132,,,,,,,,0,0,0,0,0,0
143311000100000,HAYES FIELD,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,4.5066,,,,,,,,0,0,0,0,0,0
142727700400000,HIDDER PARK,EXEMPT,CITY PROPERTY,1248,10TH ST SE,CEDAR RAPIDS CITY OF,0.771,,,,,,,,0,0,0,0,0,0
191417900400000,HOOVER NATURE TRAIL,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.13,,,,,,,,0,0,0,0,0,0
191415801000000,HOOVER NATURE TRAIL,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.44,,,,,,,,0,0,0,0,0,0
191137700200000,HOOVER NATURE TRAIL,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,5.1604,,,,,,,,0,0,0,0,0,0
141722600100000,HOUSEBOATS DOCKING,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,15.0,,,,,,,,0,0,0,0,0,0
112740200500000,HUNTINGTON RIDGE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.442,,,,,,,,0,0,0,0,0,0
112747600100000,HUNTINGTON RIDGE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,4.71,,,,,,,,0,0,0,0,0,0
142937600100000,ICE ARENA,EXEMPT,CITY PROPERTY,1100,ROCKFORD RD SW,CEDAR RAPIDS CITY OF,6.7615,,,,,,,,0,0,0,0,0,0
153040300100000,INDIAN CREEK NATURE CENTER,EXEMPT,CITY PROPERTY,6665,OTIS RD SE,CEDAR RAPIDS CITY OF,5.3012,,,,,,,,0,0,0,0,0,0
142146000300000,IOWA THEATRE BUILDING PARKING,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.2571,,,,,,,,0,0,0,0,0,0
143510100400000,IRENE DUMPKE PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,8.8605,,,,,,,,0,0,0,0,0,0
143520200200000,IROQUOIS PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,8.3954,,,,,,,,0,0,0,0,0,0
132415300200000,JACKSON PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,3.17,,,,,,,,0,0,0,0,0,0
132415301500000,JACKSON PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,4.13,,,,,,,,0,0,0,0,0,0
132525800100000,JACOLYN PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.71,,,,,,,,0,0,0,0,0,0
132532700200000,JACOLYN PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,3.16,,,,,,,,0,0,0,0,0,0
143445100300000,JONES GOLF COURSE,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,43.2773,,,,,,,,0,0,0,0,0,0
143437700200000,JONES PARK,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,19.0063,,,,,,,,0,0,0,0,0,0
143432600100000,JONES PARK,EXEMPT,CITY PROPERTY,325,WILSON AVE DR SW,CEDAR RAPIDS CITY OF,40.0191,,,,,,,,0,0,0,0,0,0
141015900800000,KENWOOD PARK,EXEMPT,CITY PROPERTY,900,35TH ST NE,CEDAR RAPIDS CITY OF,1.72,,,,,,,,0,0,0,0,0,0
192032600100000,KIRKWOOD SPORTS COMPLEX,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,61.13,,,,,,,,0,0,0,0,0,0
142848000100000,KOSEK BANDSTAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.0781,,,,,,,,0,0,0,0,0,0
140945200100000,LAND & PAVED STREET,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.84,,,,,,,,0,0,0,0,0,0
143218500200000,LIFT STATION,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1194,,,,,,,,0,0,0,0,0,0
