GIS_Number,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed,2012 Land Res,2012 Land Comm,2012 Land Total,2012 Dwlg,2012 Improv,2012 Total
142018400300000,,Exempt,CITY PROPERTY,1341,4TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142018400500000,,Exempt,CITY PROPERTY,1333,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018400600000,,Exempt,CITY PROPERTY,1327,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018400700000,,Exempt,CITY PROPERTY,1321,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018400800000,,Exempt,CITY PROPERTY,1315,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018400900000,,Exempt,CITY PROPERTY,1311,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018401000000,,Exempt,CITY PROPERTY,1309,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018401100000,,Exempt,CITY PROPERTY,1301,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,1900-01-01,,,,,,0,0,0,0,0,0
142018401200000,,Exempt,CITY PROPERTY,1302,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018401300000,,Exempt,CITY PROPERTY,1308,3RD ST NW,CEDAR RAPIDS CITY OF,0.152,,,,,,,,,0,0,0,0,0,0
142018401400000,,Exempt,CITY PROPERTY,1312,3RD ST NW,CEDAR RAPIDS CITY OF,0.101,,,,,,,,,0,0,0,0,0,0
142018401500000,,Exempt,CITY PROPERTY,1316,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018401600000,,Exempt,CITY PROPERTY,1320,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018401700000,,Exempt,CITY PROPERTY,1328,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018401800000,,Exempt,CITY PROPERTY,1332,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018401900000,,Exempt,CITY PROPERTY,1336,3RD ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142018500100000,,Exempt,CITY PROPERTY,1344,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500200000,,Exempt,CITY PROPERTY,415,M AVE NW,CEDAR RAPIDS CITY OF,0.034,Single-Family,Salvage,1925-01-01,600.0,,,,,0,0,0,0,0,0
142018500300000,,Exempt,CITY PROPERTY,1345,5TH ST NW,CEDAR RAPIDS CITY OF,0.113,,,,,,,,,0,0,0,0,0,0
142018500400000,,Exempt,CITY PROPERTY,1337,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500500000,,Exempt,CITY PROPERTY,1335,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1931-01-01,768.0,,,,,0,0,0,0,0,0
142018500600000,,Exempt,CITY PROPERTY,1333,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500700000,,Exempt,CITY PROPERTY,1319,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500800000,,Exempt,CITY PROPERTY,1311,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018500900000,,Exempt,CITY PROPERTY,1307,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501000000,,Exempt,CITY PROPERTY,1305,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501100000,,Exempt,CITY PROPERTY,1301,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,1890-01-01,,,,,,0,0,0,0,0,0
142018501300000,,Exempt,CITY PROPERTY,1312,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501400000,,Exempt,CITY PROPERTY,1316,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501500000,,Exempt,CITY PROPERTY,1322,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501700000,,Exempt,CITY PROPERTY,1330,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018501800000,,Exempt,CITY PROPERTY,1340,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018600400000,,Exempt,CITY PROPERTY,1345,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142018600500000,,Exempt,CITY PROPERTY,1337,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018600600000,,Exempt,CITY PROPERTY,1333,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018600800000,,Exempt,CITY PROPERTY,1323,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018600900000,,Exempt,CITY PROPERTY,1317,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,1 Story Frame,1900-01-01,689.0,,,,,0,0,0,0,0,0
142018601000000,,Exempt,CITY PROPERTY,1315,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018601200000,,Exempt,CITY PROPERTY,1305,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142018601300000,,Exempt,CITY PROPERTY,1301,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018601600000,,Exempt,CITY PROPERTY,1312,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018601700000,,Exempt,CITY PROPERTY,1316,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018602000000,,Exempt,CITY PROPERTY,1330,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018602100000,,Exempt,CITY PROPERTY,1336,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018700100000,,Exempt,CITY PROPERTY,1342,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1880-01-01,1104.0,,,,,0,0,0,0,0,0
142018700300000,,Exempt,CITY PROPERTY,1343,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.138,,,,,,,,,0,0,0,0,0,0
142018700500000,,Exempt,CITY PROPERTY,1333,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018700600000,,Exempt,CITY PROPERTY,1327,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018701000000,,Exempt,CITY PROPERTY,1313,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142018701300000,BETHANY CONGREGATIONAL CHURCH,Exempt,CITY PROPERTY,1300,6TH ST NW,CEDAR RAPIDS CITY OF,0.1469,,,,,Church,1968,1500-01-01,,0,0,0,0,0,0
142018701400000,,Exempt,CITY PROPERTY,1308,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018701500000,,Exempt,CITY PROPERTY,1312,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142018701700000,,Exempt,CITY PROPERTY,1320,6TH ST NW,CEDAR RAPIDS CITY OF,0.103,,,,,,,,,0,0,0,0,0,0
142027700100000,,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,3.53,,,,,,,,,0,0,0,0,0,0
142027700500000,,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.72,,,,,,,,,0,0,0,0,0,0
142030500600000,,Exempt,CITY PROPERTY,1121,J AVE NW,CEDAR RAPIDS CITY OF,0.139,Single-Family,1 1/2 Story Frame,1915-01-01,1209.2,,,,,0,0,0,0,0,0
142035700300000,,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.23,,,,,,,,,0,0,0,0,0,0
142035700500000,,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.514,,,,,,,,,0,0,0,0,0,0
142040100100000,,Exempt,CITY PROPERTY,203,L AVE NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040100200000,,Exempt,CITY PROPERTY,1247,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040100300000,,Exempt,CITY PROPERTY,1245,3RD ST NW,CEDAR RAPIDS CITY OF,0.1148,,,,,,,,,0,0,0,0,0,0
142040100400000,FENCING ONLY,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.1148,,,,,,,,,0,0,0,0,0,0
142040100600000,,Exempt,CITY PROPERTY,1227,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040100700000,,Exempt,CITY PROPERTY,1221,3RD ST NW,CEDAR RAPIDS CITY OF,0.23,,,,,,,,,0,0,0,0,0,0
142040100800000,WAREHOUSE,Exempt,CITY PROPERTY,1213,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,Mini - Storage,2006,1200-01-01,,0,0,0,0,0,0
142040100900000,,Exempt,CITY PROPERTY,1205,3RD ST NW,CEDAR RAPIDS CITY OF,0.1148,,,,,,,,,0,0,0,0,0,0
142040101000000,,Exempt,CITY PROPERTY,200,K AVE NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200100000,,Exempt,CITY PROPERTY,1250,3RD ST NW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,,0,0,0,0,0,0
142040200200000,,Exempt,CITY PROPERTY,309,L AVE NW,CEDAR RAPIDS CITY OF,0.057,,,,,,,,,0,0,0,0,0,0
142040200300000,,Exempt,CITY PROPERTY,1253,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200400000,,Exempt,CITY PROPERTY,1247,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200500000,,Exempt,CITY PROPERTY,1243,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200600000,,Exempt,CITY PROPERTY,1237,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200700000,,Exempt,CITY PROPERTY,1233,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200800000,,Exempt,CITY PROPERTY,1227,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040200900000,,Exempt,CITY PROPERTY,1223,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201000000,,Exempt,CITY PROPERTY,1217,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201100000,,Exempt,CITY PROPERTY,1213,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201200000,,Exempt,CITY PROPERTY,1207,4TH ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201300000,,Exempt,CITY PROPERTY,320,K AVE NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201400000,,Exempt,CITY PROPERTY,304,K AVE NW,CEDAR RAPIDS CITY OF,0.04,,,,,,,,,0,0,0,0,0,0
142040201500000,,Exempt,CITY PROPERTY,1202,3RD ST NW,CEDAR RAPIDS CITY OF,0.075,,,,,,,,,0,0,0,0,0,0
142040201600000,,Exempt,CITY PROPERTY,1206,3RD ST NW,CEDAR RAPIDS CITY OF,0.23,,,,,,,,,0,0,0,0,0,0
142040201700000,,Exempt,CITY PROPERTY,1216,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201800000,,Exempt,CITY PROPERTY,1222,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040201900000,,Exempt,CITY PROPERTY,1226,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040202000000,,Exempt,CITY PROPERTY,1232,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040202300000,,Exempt,CITY PROPERTY,1240,3RD ST NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040300100000,,Exempt,CITY PROPERTY,1238,4TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040300200000,,Exempt,CITY PROPERTY,1237,5TH ST NW,CEDAR RAPIDS CITY OF,0.161,Single-Family,Salvage,1870-01-01,728.0,,,,,0,0,0,0,0,0
142040300300000,,Exempt,CITY PROPERTY,1231,5TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040300400000,,Exempt,CITY PROPERTY,1227,5TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040300500000,,Exempt,CITY PROPERTY,1223,5TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040300600000,,Exempt,CITY PROPERTY,1213,5TH ST NW,CEDAR RAPIDS CITY OF,0.321,,,,,,,,,0,0,0,0,0,0
142040300700000,,Exempt,CITY PROPERTY,1207,5TH ST NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0
142040301100000,,Exempt,CITY PROPERTY,412,K AVE NW,CEDAR RAPIDS CITY OF,0.046,,,,,,,,,0,0,0,0,0,0
142040301200000,,Exempt,CITY PROPERTY,408,K AVE NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142040301500000,,Exempt,CITY PROPERTY,1212,4TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040301600000,,Exempt,CITY PROPERTY,1216,4TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040301800000,,Exempt,CITY PROPERTY,1228,4TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040301900000,,Exempt,CITY PROPERTY,1232,4TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,,,0,0,0,0,0,0
142040400200000,,Exempt,CITY PROPERTY,1237,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040400600000,,Exempt,CITY PROPERTY,1221,6TH ST NW,CEDAR RAPIDS CITY OF,0.235,,,,,,,,,0,0,0,0,0,0
142040400700000,,Exempt,CITY PROPERTY,1217,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1880-01-01,678.0,,,,,0,0,0,0,0,0
142040400800000,,Exempt,CITY PROPERTY,1211,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040400900000,,Exempt,CITY PROPERTY,1207,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040401000000,,Exempt,CITY PROPERTY,1203,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040401100000,,Exempt,CITY PROPERTY,1204,5TH ST NW,CEDAR RAPIDS CITY OF,0.22,Detached Structures Only,,2010-01-01,,,,,,0,0,0,0,0,0
142040401200000,,Exempt,CITY PROPERTY,1208,5TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142040401300000,,Exempt,CITY PROPERTY,1212,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040401600000,,Exempt,CITY PROPERTY,1226,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040401700000,,Exempt,CITY PROPERTY,1232,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040500400000,,Exempt,CITY PROPERTY,1233,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0
142040500600000,,Exempt,CITY PROPERTY,1223,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0
142040500700000,,Exempt,CITY PROPERTY,1221,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0
142040501000000,,Exempt,CITY PROPERTY,1200,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040501100000,,Exempt,CITY PROPERTY,1204,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040501300000,,Exempt,CITY PROPERTY,1216,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040501700000,,Exempt,CITY PROPERTY,617,L AVE NW,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0
142040600200000,,Exempt,CITY PROPERTY,1131,5TH ST NW,CEDAR RAPIDS CITY OF,5.9,,,,,,,,,0,0,0,0,0,0
142040600300000,,Exempt,CITY PROPERTY,501,K AVE NW,CEDAR RAPIDS CITY OF,0.1469,,,,,,,,,0,0,0,0,0,0
142040600500000,,Exempt,CITY PROPERTY,1126,5TH ST NW,CEDAR RAPIDS CITY OF,0.14,,,,,,,,,0,0,0,0,0,0
142040600900000,,Exempt,CITY PROPERTY,1123,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142040601000000,,Exempt,CITY PROPERTY,1121,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,Single-Family,Salvage,1895-01-01,640.0,,,,,0,0,0,0,0,0
142040601100000,,Exempt,CITY PROPERTY,1115,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142040601200000,,Exempt,CITY PROPERTY,1113,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142040601300000,,Exempt,CITY PROPERTY,1111,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040601400000,,Exempt,CITY PROPERTY,1105,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,2010-01-01,,,,,,0,0,0,0,0,0
142040601500000,,Exempt,CITY PROPERTY,1103,6TH ST NW,CEDAR RAPIDS CITY OF,0.103,,,,,,,,,0,0,0,0,0,0
142040601600000,,Exempt,CITY PROPERTY,514,J AVE NW,CEDAR RAPIDS CITY OF,0.044,,,,,,,,,0,0,0,0,0,0
142040602400000,,Exempt,CITY PROPERTY,432,J AVE NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040602500000,,Exempt,CITY PROPERTY,426,J AVE NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040602600000,,Exempt,CITY PROPERTY,422,J AVE NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040602700000,,Exempt,CITY PROPERTY,416,J AVE NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040602800000,,Exempt,CITY PROPERTY,410,J AVE NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,,0,0,0,0,0,0
142040602900000,,Exempt,CITY PROPERTY,404,J AVE NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,,0,0,0,0,0,0
142040700100000,,Exempt,CITY PROPERTY,1138,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040700200000,LINTS PERFORMANCE,Exempt,CITY PROPERTY,615,K AVE NW,CEDAR RAPIDS CITY OF,0.1469,,,,,Store - Retail Small,1921,2497-01-01,,0,0,0,0,0,0
142040700300000,,Exempt,CITY PROPERTY,1129,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.098,,,,,,,,,0,0,0,0,0,0
142040700400000,,Exempt,CITY PROPERTY,1127,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.098,,,,,,,,,0,0,0,0,0,0
142040700500000,,Exempt,CITY PROPERTY,1125,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.098,Detached Structures Only,,2010-01-01,,,,,,0,0,0,0,0,0
142040700700000,,Exempt,CITY PROPERTY,1113,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0
142040700800000,WILLY'S BLVD CAFE,Exempt,CITY PROPERTY,1111,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.1102,,,,,,,,,0,0,0,0,0,0
142040700900000,PAVING ONLY,Exempt,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.6474,,,,,,,,,0,0,0,0,0,0
142040701000000,,Exempt,CITY PROPERTY,610,J AVE NW,CEDAR RAPIDS CITY OF,0.044,,,,,,,,,0,0,0,0,0,0
142040701100000,,Exempt,CITY PROPERTY,606,J AVE NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,,,0,0,0,0,0,0
142040701300000,,Exempt,CITY PROPERTY,1106,6TH ST NW,CEDAR RAPIDS CITY OF,0.118,,,,,,,,,0,0,0,0,0,0
142040701400000,,Exempt,CITY PROPERTY,1108,6TH ST NW,CEDAR RAPIDS CITY OF,0.088,,,,,,,,,0,0,0,0,0,0
142040701500000,,Exempt,CITY PROPERTY,1110,6TH ST NW,CEDAR RAPIDS CITY OF,0.088,,,,,,,,,0,0,0,0,0,0
142040701600000,,Exempt,CITY PROPERTY,1116,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040701900000,,Exempt,CITY PROPERTY,1130,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142040800100000,,Exempt,CITY PROPERTY,407,J AVE NW,CEDAR RAPIDS CITY OF,0.052,,,,,,,,,0,0,0,0,0,0
142040800200000,,Exempt,CITY PROPERTY,409,J AVE NW,CEDAR RAPIDS CITY OF,0.109,,,,,,,,,0,0,0,0,0,0
142040800300000,,Exempt,CITY PROPERTY,413,J AVE NW,CEDAR RAPIDS CITY OF,0.1,,,,,,,,,0,0,0,0,0,0
142040800400000,,Exempt,CITY PROPERTY,417,J AVE NW,CEDAR RAPIDS CITY OF,0.126,Detached Structures Only,,2010-01-01,,,,,,0,0,0,0,0,0
142040800500000,,Exempt,CITY PROPERTY,423,J AVE NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142040800600000,,Exempt,CITY PROPERTY,427,J AVE NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142040800700000,,Exempt,CITY PROPERTY,433,J AVE NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142040800800000,,Exempt,CITY PROPERTY,1021,5TH ST NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,,,0,0,0,0,0,0
142040800900000,,Exempt,CITY PROPERTY,1013,5TH ST NW,CEDAR RAPIDS CITY OF,0.051,,,,,,,,,0,0,0,0,0,0
142040801000000,,Exempt,CITY PROPERTY,1011,5TH ST NW,CEDAR RAPIDS CITY OF,0.054,,,,,,,,,0,0,0,0,0,0
142040801200000,,Exempt,CITY PROPERTY,418,I AVE NW,CEDAR RAPIDS CITY OF,0.067,,,,,,,,,0,0,0,0,0,0
142040801500000,,Exempt,CITY PROPERTY,408,I AVE NW,CEDAR RAPIDS CITY OF,0.067,,,,,,,,,0,0,0,0,0,0
142040801600000,,Exempt,CITY PROPERTY,406,I AVE NW,CEDAR RAPIDS CITY OF,0.068,,,,,,,,,0,0,0,0,0,0
142040801700000,,Exempt,CITY PROPERTY,402,I AVE NW,CEDAR RAPIDS CITY OF,0.051,,,,,,,,,0,0,0,0,0,0
142040901700000,,Exempt,CITY PROPERTY,1011,6TH ST NW,CEDAR RAPIDS CITY OF,0.088,,,,,,,,,0,0,0,0,0,0
142040901800000,,Exempt,CITY PROPERTY,524,I AVE NW,CEDAR RAPIDS CITY OF,0.082,,,,,,,,,0,0,0,0,0,0
142040902200000,,Exempt,CITY PROPERTY,1006,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142041000100000,,Exempt,CITY PROPERTY,1034,6TH ST NW,CEDAR RAPIDS CITY OF,0.153,,,,,,,,,0,0,0,0,0,0
142041000300000,,Exempt,CITY PROPERTY,609,J AVE NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1910-01-01,672.0,,,,,0,0,0,0,0,0
142041000400000,,Exempt,CITY PROPERTY,1035,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.294,,,,,,,,,0,0,0,0,0,0
142041000600000,,Exempt,CITY PROPERTY,1017,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142041000700000,,Exempt,CITY PROPERTY,1015,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.118,,,,,,,,,0,0,0,0,0,0
142041000900000,,Exempt,CITY PROPERTY,620,I AVE NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142041001000000,,Exempt,CITY PROPERTY,614,I AVE NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142041001200000,,Exempt,CITY PROPERTY,604,I AVE NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142041001400000,,Exempt,CITY PROPERTY,1012,6TH ST NW,CEDAR RAPIDS CITY OF,0.118,,,,,,,,,0,0,0,0,0,0
142041001500000,,Exempt,CITY PROPERTY,1018,6TH ST NW,CEDAR RAPIDS CITY OF,0.121,,,,,,,,,0,0,0,0,0,0
142041100100000,,Exempt,CITY PROPERTY,308,I AVE NW,CEDAR RAPIDS CITY OF,0.09,Single-Family,2 Story Frame,1900-01-01,968.0,,,,,0,0,0,0,0,0
142041100200000,,Exempt,CITY PROPERTY,310,I AVE NW,CEDAR RAPIDS CITY OF,0.082,,,,,,,,,0,0,0,0,0,0
142041100300000,,Exempt,CITY PROPERTY,314,I AVE NW,CEDAR RAPIDS CITY OF,0.137,,,,,,,,,0,0,0,0,0,0
