GIS_Number,GIS_Number_2,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area
142911102300000,142911102300000,VACANT LAND,EXEMPT,CITY PROPERTY,216,5TH ST NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142720402700000,142720402700000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142040501700000,142040501700000,VACANT LAND,EXEMPT,CITY PROPERTY,617,L AVE NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,
142828000200000,142828000200000,VACANT LAND,EXEMPT,CITY PROPERTY,107,5TH AVE SW,CEDAR RAPIDS CITY OF,0.049,,,,,,,
142048701700000,142048701700000,VACANT LAND,EXEMPT,CITY PROPERTY,602,4TH ST NW,CEDAR RAPIDS CITY OF,0.049,,,,,,,
142048702000000,142048702000000,VACANT LAND,EXEMPT,CITY PROPERTY,614,4TH ST NW,CEDAR RAPIDS CITY OF,0.049,,,,,,,
142047700100000,142047700100000,VACANT LAND,EXEMPT,CITY PROPERTY,908,4TH ST NW,CEDAR RAPIDS CITY OF,0.05,,,,,,,
142822800500000,142822800500000,VACANT LAND,EXEMPT,CITY PROPERTY,123,2ND ST NW,CEDAR RAPIDS CITY OF,0.0506,,,,,,,
142040800900000,142040800900000,VACANT LAND,EXEMPT,CITY PROPERTY,1013,5TH ST NW,CEDAR RAPIDS CITY OF,0.051,,,,,,,
142040801700000,142040801700000,VACANT LAND,EXEMPT,CITY PROPERTY,402,I AVE NW,CEDAR RAPIDS CITY OF,0.051,,,,,,,
142825600100000,142825600100000,VACANT LAND,EXEMPT,CITY PROPERTY,400,2ND ST SW,CEDAR RAPIDS CITY OF,0.052,,,,,,,
142825901400000,142825901400000,VACANT LAND,EXEMPT,CITY PROPERTY,442,5TH AVE SW,CEDAR RAPIDS CITY OF,0.053,,,,,,,
142910100700000,142910100700000,VACANT LAND,EXEMPT,CITY PROPERTY,307,4TH ST NW,CEDAR RAPIDS CITY OF,0.053,,,,,,,
142910400800000,142910400800000,VACANT LAND,EXEMPT,CITY PROPERTY,424,5TH ST NW,CEDAR RAPIDS CITY OF,0.053,,,,,,,
142040801000000,142040801000000,VACANT LAND,EXEMPT,CITY PROPERTY,1011,5TH ST NW,CEDAR RAPIDS CITY OF,0.054,,,,,,,
142848201600000,142848201600000,VACANT LAND,EXEMPT,CITY PROPERTY,1816,A ST SW,CEDAR RAPIDS CITY OF,0.054,,,,,,,
142828000600000,142828000600000,VACANT LAND,EXEMPT,CITY PROPERTY,501,2ND ST SW,CEDAR RAPIDS CITY OF,0.055,,,,,,,
142048301000000,142048301000000,VACANT LAND,EXEMPT,CITY PROPERTY,717,4TH ST NW,CEDAR RAPIDS CITY OF,0.055,,,,,,,
142048601000000,142048601000000,VACANT LAND,EXEMPT,CITY PROPERTY,605,4TH ST NW,CEDAR RAPIDS CITY OF,0.055,,,,,,,
142910100800000,142910100800000,VACANT LAND,EXEMPT,CITY PROPERTY,330,B AVE NW,CEDAR RAPIDS CITY OF,0.055,,,,,,,
142726101200000,142726101200000,VACANT LAND,EXEMPT,CITY PROPERTY,1205,5TH ST SE,CEDAR RAPIDS CITY OF,0.056,,,,,,,
142918001800000,142918001800000,VACANT LAND,EXEMPT,CITY PROPERTY,112,6TH ST SW,CEDAR RAPIDS CITY OF,0.056,,,,,,,
142726101300000,142726101300000,VACANT LAND,EXEMPT,CITY PROPERTY,1201,5TH ST SE,CEDAR RAPIDS CITY OF,0.057,,,,,,,
142848200300000,142848200300000,VACANT LAND,EXEMPT,CITY PROPERTY,1810,A ST SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,
142848201200000,142848201200000,VACANT LAND,EXEMPT,CITY PROPERTY,56,19TH AVE SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,
142848201300000,142848201300000,VACANT LAND,EXEMPT,CITY PROPERTY,54,19TH AVE SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,
142848300700000,142848300700000,VACANT LAND,EXEMPT,CITY PROPERTY,51,17TH AVE SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,
142848301100000,142848301100000,VACANT LAND,EXEMPT,CITY PROPERTY,1711,B ST SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,
142848301200000,142848301200000,VACANT LAND,EXEMPT,CITY PROPERTY,1719,B ST SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,
142848301600000,142848301600000,VACANT LAND,EXEMPT,CITY PROPERTY,51,17TH AVE SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,
142915600700000,142915600700000,VACANT LAND,EXEMPT,CITY PROPERTY,111,10TH ST NW,CEDAR RAPIDS CITY OF,0.057,,,,,,,
142828000300000,142828000300000,VACANT LAND,EXEMPT,CITY PROPERTY,111,5TH AVE SW,CEDAR RAPIDS CITY OF,0.058,,,,,,,
142833101600000,142833101600000,VACANT LAND,EXEMPT,CITY PROPERTY,354,8TH AVE SW,CEDAR RAPIDS CITY OF,0.058,,,,,,,
142040801500000,142040801500000,VACANT LAND,EXEMPT,CITY PROPERTY,408,I AVE NW,CEDAR RAPIDS CITY OF,0.059,,,,,,,
142911000700000,142911000700000,VACANT LAND,EXEMPT,CITY PROPERTY,429,A AVE NW,CEDAR RAPIDS CITY OF,0.059,,,,,,,
142726101100000,142726101100000,VACANT LAND,EXEMPT,CITY PROPERTY,1207,5TH ST SE,CEDAR RAPIDS CITY OF,0.06,,,,,,,
142047600400000,142047600400000,VACANT LAND,EXEMPT,CITY PROPERTY,321,I AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,
142047600500000,142047600500000,VACANT LAND,EXEMPT,CITY PROPERTY,325,I AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,
142047600600000,142047600600000,VACANT LAND,EXEMPT,CITY PROPERTY,331,I AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,
142047600700000,142047600700000,VACANT LAND,EXEMPT,CITY PROPERTY,330,H AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,
142047600900000,142047600900000,VACANT LAND,EXEMPT,CITY PROPERTY,322,H AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,
142047601000000,142047601000000,VACANT LAND,EXEMPT,CITY PROPERTY,316,H AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,
142047601100000,142047601100000,VACANT LAND,EXEMPT,CITY PROPERTY,312,H AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,
142048300700000,142048300700000,VACANT LAND,EXEMPT,CITY PROPERTY,327,G AVE NW,CEDAR RAPIDS CITY OF,0.06,,,,,,,
143313200800000,143313200800000,VACANT LAND,EXEMPT,CITY PROPERTY,1617,2ND ST SW,CEDAR RAPIDS CITY OF,0.061,,,,,,,
142832600300000,142832600300000,VACANT LAND,EXEMPT,CITY PROPERTY,523,4TH ST SW,CEDAR RAPIDS CITY OF,0.061,,,,,,,
142826000600000,142826000600000,VACANT LAND,EXEMPT,CITY PROPERTY,421,5TH AVE SW,CEDAR RAPIDS CITY OF,0.062,,,,,,,
142724001100000,142724001100000,VACANT LAND,EXEMPT,CITY PROPERTY,912,6TH ST SE,CEDAR RAPIDS CITY OF,0.063,,,,,,,
140240200500000,140240200500000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.063,,,,,,,
142045501000000,142045501000000,VACANT LAND,EXEMPT,CITY PROPERTY,815,8TH ST NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,
142046400100000,142046400100000,VACANT LAND,EXEMPT,CITY PROPERTY,803,F AVE NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,
142048001700000,142048001700000,VACANT LAND,EXEMPT,CITY PROPERTY,300,G AVE NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,
142048001800000,142048001800000,VACANT LAND,EXEMPT,CITY PROPERTY,812,3RD ST NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,
142048300900000,142048300900000,VACANT LAND,EXEMPT,CITY PROPERTY,721,4TH ST NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,
142048701200000,142048701200000,VACANT LAND,EXEMPT,CITY PROPERTY,609,5TH ST NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,
142912701200000,142912701200000,VACANT LAND,EXEMPT,CITY PROPERTY,515,9TH ST NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,
142047900300000,142047900300000,VACANT LAND,EXEMPT,CITY PROPERTY,604,H AVE NW,CEDAR RAPIDS CITY OF,0.065,,,,,,,
142822800300000,142822800300000,VACANT LAND,EXEMPT,CITY PROPERTY,127,A AVE NW,CEDAR RAPIDS CITY OF,0.065,,,,,,,
141138001700000,141138001700000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.065,,,,,,,
142726101000000,142726101000000,VACANT LAND,EXEMPT,CITY PROPERTY,1209,5TH ST SE,CEDAR RAPIDS CITY OF,0.066,,,,,,,
142917700800000,142917700800000,VACANT LAND,EXEMPT,CITY PROPERTY,500,2ND AVE SW,CEDAR RAPIDS CITY OF,0.066,,,,,,,
142733001900000,142733001900000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.066,,,,,,,
142040801200000,142040801200000,VACANT LAND,EXEMPT,CITY PROPERTY,418,I AVE NW,CEDAR RAPIDS CITY OF,0.067,,,,,,,
142725700600000,142725700600000,VACANT LAND,EXEMPT,CITY PROPERTY,1203,7TH ST SE,CEDAR RAPIDS CITY OF,0.068,,,,,,,
142918400200000,142918400200000,VACANT LAND,EXEMPT,CITY PROPERTY,705,2ND AVE SW,CEDAR RAPIDS CITY OF,0.068,,,,,,,
142040801600000,142040801600000,VACANT LAND,EXEMPT,CITY PROPERTY,406,I AVE NW,CEDAR RAPIDS CITY OF,0.068,,,,,,,
142048000800000,142048000800000,VACANT LAND,EXEMPT,CITY PROPERTY,821,4TH ST NW,CEDAR RAPIDS CITY OF,0.068,,,,,,,
141645900200000,141645900200000,VACANT LAND,EXEMPT,CITY PROPERTY,793,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.0689,,,,,,,
142733001800000,142733001800000,VACANT LAND,EXEMPT,CITY PROPERTY,1456,2ND ST SE,CEDAR RAPIDS CITY OF,0.069,,,,,,,
142830300500000,142830300500000,VACANT LAND,EXEMPT,CITY PROPERTY,625,3RD ST SW,CEDAR RAPIDS CITY OF,0.069,,,,,,,
142833100200000,142833100200000,VACANT LAND,EXEMPT,CITY PROPERTY,349,7TH AVE SW,CEDAR RAPIDS CITY OF,0.069,,,,,,,
142010501500000,142010501500000,VACANT LAND,EXEMPT,CITY PROPERTY,616,O AVE NW,CEDAR RAPIDS CITY OF,0.07,,,,,,,
142726100700000,142726100700000,VACANT LAND,EXEMPT,CITY PROPERTY,1217,5TH ST SE,CEDAR RAPIDS CITY OF,0.071,,,,,,,
142726100800000,142726100800000,VACANT LAND,EXEMPT,CITY PROPERTY,1215,5TH ST SE,CEDAR RAPIDS CITY OF,0.071,,,,,,,
142047700300000,142047700300000,VACANT LAND,EXEMPT,CITY PROPERTY,404,H AVE NW,CEDAR RAPIDS CITY OF,0.071,,,,,,,
142917700700000,142917700700000,VACANT LAND,EXEMPT,CITY PROPERTY,508,2ND AVE SW,CEDAR RAPIDS CITY OF,0.072,,,,,,,
142845801700000,142845801700000,VACANT LAND,EXEMPT,CITY PROPERTY,1314,1ST ST SW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142018400200000,142018400200000,VACANT LAND,EXEMPT,CITY PROPERTY,309,M AVE NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142018400300000,142018400300000,VACANT LAND,EXEMPT,CITY PROPERTY,1341,4TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142018600400000,142018600400000,VACANT LAND,EXEMPT,CITY PROPERTY,1345,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142018601200000,142018601200000,VACANT LAND,EXEMPT,CITY PROPERTY,1305,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142040401200000,142040401200000,VACANT LAND,EXEMPT,CITY PROPERTY,1208,5TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142040600400000,142040600400000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142040600900000,142040600900000,VACANT LAND,EXEMPT,CITY PROPERTY,1123,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142040601000000,142040601000000,VACANT LAND,EXEMPT,CITY PROPERTY,1121,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142040601100000,142040601100000,VACANT LAND,EXEMPT,CITY PROPERTY,1115,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142040601200000,142040601200000,VACANT LAND,EXEMPT,CITY PROPERTY,1113,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142040701100000,142040701100000,VACANT LAND,EXEMPT,CITY PROPERTY,606,J AVE NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142043001400000,142043001400000,VACANT LAND,EXEMPT,CITY PROPERTY,1112,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142047700400000,142047700400000,VACANT LAND,EXEMPT,CITY PROPERTY,402,H AVE NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,
142825901200000,142825901200000,VACANT LAND,EXEMPT,CITY PROPERTY,415,6TH ST SW,CEDAR RAPIDS CITY OF,0.075,,,,,,,
142823200400000,142823200400000,VACANT LAND,EXEMPT,CITY PROPERTY,121,3RD ST SW,CEDAR RAPIDS CITY OF,0.0758,,,,,,,
142918701300000,142918701300000,VACANT LAND,EXEMPT,CITY PROPERTY,416,6TH ST SW,CEDAR RAPIDS CITY OF,0.076,,,,,,,
142918900400000,142918900400000,VACANT LAND,EXEMPT,CITY PROPERTY,820,5TH AVE SW,CEDAR RAPIDS CITY OF,0.076,,,,,,,
142018200200000,142018200200000,VACANT LAND,EXEMPT,CITY PROPERTY,517,N AVE NW,CEDAR RAPIDS CITY OF,0.076,,,,,,,
142833200300000,142833200300000,VACANT LAND,EXEMPT,CITY PROPERTY,415,7TH AVE SW,CEDAR RAPIDS CITY OF,0.077,,,,,,,
142838500100000,142838500100000,VACANT LAND,EXEMPT,CITY PROPERTY,333,13TH AVE SW,CEDAR RAPIDS CITY OF,0.077,,,,,,,
142235600400000,142235600400000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.077,,,,,,,
142830200200000,142830200200000,VACANT LAND,EXEMPT,CITY PROPERTY,123,DIAGONAL DR SW,CEDAR RAPIDS CITY OF,0.078,,,,,,,
142048300800000,142048300800000,VACANT LAND,EXEMPT,CITY PROPERTY,323,G AVE NW,CEDAR RAPIDS CITY OF,0.078,,,,,,,
142720602600000,142720602600000,VACANT LAND,EXEMPT,CITY PROPERTY,1025,10TH ST SE,CEDAR RAPIDS CITY OF,0.08,,,,,,,
142732701300000,142732701300000,VACANT LAND,EXEMPT,CITY PROPERTY,1306,3RD ST SE,CEDAR RAPIDS CITY OF,0.08,,,,,,,
142848300400000,142848300400000,VACANT LAND,EXEMPT,CITY PROPERTY,1617,A ST SW,CEDAR RAPIDS CITY OF,0.08,,,,,,,
190612604900000,190612604900000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.08,,,,,,,
142848300300000,142848300300000,VACANT LAND,EXEMPT,CITY PROPERTY,1619,A ST SW,CEDAR RAPIDS CITY OF,0.0803,,,,,,,
142838500600000,142838500600000,VACANT LAND,EXEMPT,CITY PROPERTY,340,14TH AVE SW,CEDAR RAPIDS CITY OF,0.081,,,,,,,
142918701000000,142918701000000,VACANT LAND,EXEMPT,CITY PROPERTY,624,5TH AVE SW,CEDAR RAPIDS CITY OF,0.082,,,,,,,
142040901800000,142040901800000,VACANT LAND,EXEMPT,CITY PROPERTY,524,I AVE NW,CEDAR RAPIDS CITY OF,0.082,,,,,,,
142733101600000,142733101600000,VACANT LAND,EXEMPT,CITY PROPERTY,123,15TH AVE SE,CEDAR RAPIDS CITY OF,0.0826,,,,,,,
142817600700000,142817600700000,VACANT LAND,EXEMPT,CITY PROPERTY,916,5TH ST SE,CEDAR RAPIDS CITY OF,0.083,,,,,,,
142825902000000,142825902000000,VACANT LAND,EXEMPT,CITY PROPERTY,420,5TH AVE SW,CEDAR RAPIDS CITY OF,0.083,,,,,,,
142045502000000,142045502000000,VACANT LAND,EXEMPT,CITY PROPERTY,816,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.083,,,,,,,
142047901100000,142047901100000,VACANT LAND,EXEMPT,CITY PROPERTY,905,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.083,,,,,,,
142048200900000,142048200900000,VACANT LAND,EXEMPT,CITY PROPERTY,815,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.083,,,,,,,
142925600100000,142925600100000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.0839,,,,,,,
142012600200000,142012600200000,VACANT LAND,EXEMPT,CITY PROPERTY,719,Q AVE NW,CEDAR RAPIDS CITY OF,0.084,,,,,,,
142012600300000,142012600300000,VACANT LAND,EXEMPT,CITY PROPERTY,721,Q AVE NW,CEDAR RAPIDS CITY OF,0.084,,,,,,,
142913701000000,142913701000000,VACANT LAND,EXEMPT,CITY PROPERTY,1016,B AVE NW,CEDAR RAPIDS CITY OF,0.084,,,,,,,
142833100900000,142833100900000,VACANT LAND,EXEMPT,CITY PROPERTY,380,8TH AVE SW,CEDAR RAPIDS CITY OF,0.085,,,,,,,
142918701100000,142918701100000,VACANT LAND,EXEMPT,CITY PROPERTY,622,5TH AVE SW,CEDAR RAPIDS CITY OF,0.085,,,,,,,
142940401200000,142940401200000,VACANT LAND,EXEMPT,CITY PROPERTY,710,6TH ST SW,CEDAR RAPIDS CITY OF,0.085,,,,,,,
142915100600000,142915100600000,VACANT LAND,EXEMPT,CITY PROPERTY,117,9TH ST NW,CEDAR RAPIDS CITY OF,0.085,,,,,,,
142832800300000,142832800300000,VACANT LAND,EXEMPT,CITY PROPERTY,347,6TH AVE SW,CEDAR RAPIDS CITY OF,0.086,,,,,,,
143316500600000,143316500600000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.086,,,,,,,
142733101300000,142733101300000,VACANT LAND,EXEMPT,CITY PROPERTY,1421,2ND ST SE,CEDAR RAPIDS CITY OF,0.087,,,,,,,
142733101400000,142733101400000,VACANT LAND,EXEMPT,CITY PROPERTY,1417,2ND ST SE,CEDAR RAPIDS CITY OF,0.087,,,,,,,
142733101500000,142733101500000,VACANT LAND,EXEMPT,CITY PROPERTY,1413,2ND ST SE,CEDAR RAPIDS CITY OF,0.087,,,,,,,
142840500400000,142840500400000,VACANT LAND,EXEMPT,CITY PROPERTY,1308,2ND ST SE,CEDAR RAPIDS CITY OF,0.087,,,,,,,
142725700500000,142725700500000,VACANT LAND,EXEMPT,CITY PROPERTY,1205,7TH ST SE,CEDAR RAPIDS CITY OF,0.088,,,,,,,
143310300700000,143310300700000,VACANT LAND,EXEMPT,CITY PROPERTY,1808,C ST SW,CEDAR RAPIDS CITY OF,0.088,,,,,,,
142918701500000,142918701500000,VACANT LAND,EXEMPT,CITY PROPERTY,412,6TH ST SW,CEDAR RAPIDS CITY OF,0.088,,,,,,,
142040701400000,142040701400000,VACANT LAND,EXEMPT,CITY PROPERTY,1108,6TH ST NW,CEDAR RAPIDS CITY OF,0.088,,,,,,,
142040701500000,142040701500000,VACANT LAND,EXEMPT,CITY PROPERTY,1110,6TH ST NW,CEDAR RAPIDS CITY OF,0.088,,,,,,,
142040901700000,142040901700000,VACANT LAND,EXEMPT,CITY PROPERTY,1011,6TH ST NW,CEDAR RAPIDS CITY OF,0.088,,,,,,,
142048101200000,142048101200000,VACANT LAND,EXEMPT,CITY PROPERTY,816,4TH ST NW,CEDAR RAPIDS CITY OF,0.088,,,,,,,
142048101300000,142048101300000,VACANT LAND,EXEMPT,CITY PROPERTY,820,4TH ST NW,CEDAR RAPIDS CITY OF,0.088,,,,,,,
142048101400000,142048101400000,VACANT LAND,EXEMPT,CITY PROPERTY,824,4TH ST NW,CEDAR RAPIDS CITY OF,0.088,,,,,,,
142831101300000,142831101300000,VACANT LAND,EXEMPT,CITY PROPERTY,1016,2ND ST SW,CEDAR RAPIDS CITY OF,0.088,,,,,,,
142048100100000,142048100100000,VACANT LAND,EXEMPT,CITY PROPERTY,828,4TH ST NW,CEDAR RAPIDS CITY OF,0.0884,,,,,,,
142918901000000,142918901000000,VACANT LAND,EXEMPT,CITY PROPERTY,806,5TH AVE SW,CEDAR RAPIDS CITY OF,0.089,,,,,,,
142838300800000,142838300800000,VACANT LAND,EXEMPT,CITY PROPERTY,1317,K ST SW,CEDAR RAPIDS CITY OF,0.09,,,,,,,
142047601400000,142047601400000,VACANT LAND,EXEMPT,CITY PROPERTY,302,H AVE NW,CEDAR RAPIDS CITY OF,0.09,,,,,,,
142832701000000,142832701000000,VACANT LAND,EXEMPT,CITY PROPERTY,500,6TH AVE SW,CEDAR RAPIDS CITY OF,0.091,,,,,,,
142847902400000,142847902400000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.0918,,,,,,,
141645700300000,141645700300000,VACANT LAND,EXEMPT,CITY PROPERTY,815,12TH ST NE,CEDAR RAPIDS CITY OF,0.092,,,,,,,
141745201000000,141745201000000,VACANT LAND,EXEMPT,CITY PROPERTY,1845,8TH ST NW,CEDAR RAPIDS CITY OF,0.093,,,,,,,
140447802800000,140447802800000,VACANT LAND,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.095,,,,,,,
142823200200000,142823200200000,VACANT LAND,EXEMPT,CITY PROPERTY,217,1ST AVE SW,CEDAR RAPIDS CITY OF,0.0951,,,,,,,
142725300300000,142725300300000,VACANT LAND,EXEMPT,CITY PROPERTY,512,10TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142725600200000,142725600200000,VACANT LAND,EXEMPT,CITY PROPERTY,513,10TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142730301000000,142730301000000,VACANT LAND,EXEMPT,CITY PROPERTY,916,17TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142730400300000,142730400300000,VACANT LAND,EXEMPT,CITY PROPERTY,923,17TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142730400400000,142730400400000,VACANT LAND,EXEMPT,CITY PROPERTY,919,17TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142732701200000,142732701200000,VACANT LAND,EXEMPT,CITY PROPERTY,1302,3RD ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142732900200000,142732900200000,VACANT LAND,EXEMPT,CITY PROPERTY,1305,3RD ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142733100500000,142733100500000,VACANT LAND,EXEMPT,CITY PROPERTY,1449,2ND ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142733100600000,142733100600000,VACANT LAND,EXEMPT,CITY PROPERTY,1445,2ND ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142840400300000,142840400300000,VACANT LAND,EXEMPT,CITY PROPERTY,1216,2ND ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142840400500000,142840400500000,VACANT LAND,EXEMPT,CITY PROPERTY,1222,2ND ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142823101100000,142823101100000,VACANT LAND,EXEMPT,CITY PROPERTY,116,2ND AVE SW,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142828301400000,142828301400000,VACANT LAND,EXEMPT,CITY PROPERTY,608,1ST ST SW,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142830601800000,142830601800000,VACANT LAND,EXEMPT,CITY PROPERTY,718,2ND ST SW,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142833102200000,142833102200000,VACANT LAND,EXEMPT,CITY PROPERTY,706,L ST SW,CEDAR RAPIDS CITY OF,0.096,,,,,,,
141745200800000,141745200800000,VACANT LAND,EXEMPT,CITY PROPERTY,1857,8TH ST NW,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142048601100000,142048601100000,VACANT LAND,EXEMPT,CITY PROPERTY,318,E AVE NW,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142910201600000,142910201600000,VACANT LAND,EXEMPT,CITY PROPERTY,312,4TH ST NW,CEDAR RAPIDS CITY OF,0.096,,,,,,,
142840601500000,142840601500000,VACANT LAND,EXEMPT,CITY PROPERTY,1215,2ND ST SE,CEDAR RAPIDS CITY OF,0.096,Single-Family,Salvage,1923,836.0,,,
142730300700000,142730300700000,VACANT LAND,EXEMPT,CITY PROPERTY,900,17TH AVE SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,
142823201100000,142823201100000,VACANT LAND,EXEMPT,CITY PROPERTY,112,2ND ST SW,CEDAR RAPIDS CITY OF,0.0964,,,,,,,
142828301300000,142828301300000,VACANT LAND,EXEMPT,CITY PROPERTY,610,1ST ST SW,CEDAR RAPIDS CITY OF,0.0964,,,,,,,
142725600300000,142725600300000,VACANT LAND,EXEMPT,CITY PROPERTY,1002,5TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,
142832801500000,142832801500000,VACANT LAND,EXEMPT,CITY PROPERTY,630,L ST SW,CEDAR RAPIDS CITY OF,0.097,,,,,,,
142043001800000,142043001800000,VACANT LAND,EXEMPT,CITY PROPERTY,1126,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.097,,,,,,,
142018700800000,142018700800000,VACANT LAND,EXEMPT,CITY PROPERTY,1319,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.098,,,,,,,
142040700400000,142040700400000,VACANT LAND,EXEMPT,CITY PROPERTY,1127,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.098,,,,,,,
142040700500000,142040700500000,VACANT LAND,EXEMPT,CITY PROPERTY,1125,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.098,,,,,,,
142826000500000,142826000500000,VACANT LAND,EXEMPT,CITY PROPERTY,417,5TH AVE SW,CEDAR RAPIDS CITY OF,0.1,,,,,,,
142940701000000,142940701000000,VACANT LAND,EXEMPT,CITY PROPERTY,624,9TH AVE SW,CEDAR RAPIDS CITY OF,0.1,,,,,,,
141745201100000,141745201100000,VACANT LAND,EXEMPT,CITY PROPERTY,1837,8TH ST NW,CEDAR RAPIDS CITY OF,0.1,,,,,,,
142910200100000,142910200100000,VACANT LAND,EXEMPT,CITY PROPERTY,405,E AVE NW,CEDAR RAPIDS CITY OF,0.1,,,,,,,
142733100200000,142733100200000,VACANT LAND,EXEMPT,CITY PROPERTY,1459,2ND ST SE,CEDAR RAPIDS CITY OF,0.101,,,,,,,
142916401400000,142916401400000,VACANT LAND,EXEMPT,CITY PROPERTY,1016,3RD AVE SW,CEDAR RAPIDS CITY OF,0.101,,,,,,,
142940200600000,142940200600000,VACANT LAND,EXEMPT,CITY PROPERTY,505,9TH ST SW,CEDAR RAPIDS CITY OF,0.101,,,,,,,
