Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Name_of_Study,Research_Information_Link,Context_of_Research
251998,"Daiichi Sankyo Inc.",NJ,100000000195,819.00,12/12/2015,"Cash or cash equivalent",336418504,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,819.00,12/12/2015,"Cash or cash equivalent",336418548,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,698.94,10/25/2014,"In-kind items and services",187573386,"","","DS5565 Fibromyalgia Alday Program","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,689.36,12/19/2015,"Cash or cash equivalent",336418538,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,689.36,09/15/2015,"Cash or cash equivalent",336418608,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,689.36,09/15/2015,"Cash or cash equivalent",336418448,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,629.56,12/18/2014,"In-kind items and services",187572712,"","","DS5565 Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,468.00,12/12/2015,"Cash or cash equivalent",336418488,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,454.19,12/19/2015,"Cash or cash equivalent",336418570,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,381.94,12/18/2014,"In-kind items and services",187572714,"","","DS5565 Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,292.50,12/12/2015,"Cash or cash equivalent",336418494,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,292.50,12/12/2015,"Cash or cash equivalent",336418544,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,281.50,12/19/2015,"Cash or cash equivalent",336418524,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,281.50,12/19/2015,"Cash or cash equivalent",336418568,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,281.50,09/15/2015,"Cash or cash equivalent",336418588,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,281.50,09/15/2015,"Cash or cash equivalent",336418602,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,281.50,09/15/2015,"Cash or cash equivalent",336418634,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,281.50,09/15/2015,"Cash or cash equivalent",336418442,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,200.07,12/19/2015,"Cash or cash equivalent",336418532,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,200.07,09/15/2015,"Cash or cash equivalent",336418576,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,200.07,09/15/2015,"Cash or cash equivalent",336418612,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,140.99,12/19/2015,"Cash or cash equivalent",336418516,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,140.99,12/19/2015,"Cash or cash equivalent",336418518,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,140.99,12/19/2015,"Cash or cash equivalent",336418542,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,140.99,12/19/2015,"Cash or cash equivalent",336418564,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,140.99,09/15/2015,"Cash or cash equivalent",336418580,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,140.99,09/15/2015,"Cash or cash equivalent",336418584,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,140.99,09/15/2015,"Cash or cash equivalent",336418596,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,140.99,09/15/2015,"Cash or cash equivalent",336418622,"","","Treatment of Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,117.00,12/12/2015,"Cash or cash equivalent",336418470,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,117.00,12/12/2015,"Cash or cash equivalent",336418492,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,102.69,12/18/2014,"In-kind items and services",187572636,"","","DS5565 Fibromyalgia","",""
251998,"Daiichi Sankyo Inc.",NJ,100000000195,44.00,12/18/2014,"In-kind items and services",187572716,"","","DS5565 Fibromyalgia","",""
