Physician_Profile_ID,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_State,Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_ID,Total_Amount_of_Payment_USDollars,Date_of_Payment,Form_of_Payment_or_Transfer_of_Value,Record_ID,Name_of_Associated_Covered_Drug_or_Biological1,Name_of_Associated_Covered_Drug_or_Biological2,Name_of_Study,Research_Information_Link,Context_of_Research
304617,"Daiichi Sankyo Inc.",NJ,100000000195,968.13,07/24/2015,"Cash or cash equivalent",336434706,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,968.13,05/11/2015,"Cash or cash equivalent",336434716,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,968.13,07/24/2015,"Cash or cash equivalent",336434784,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,968.13,09/16/2015,"Cash or cash equivalent",336434792,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,968.13,12/15/2015,"Cash or cash equivalent",336434876,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,968.13,12/15/2015,"Cash or cash equivalent",336434899,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434838,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434850,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434854,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434880,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434886,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434888,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434894,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434896,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434922,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434930,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434938,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434944,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434952,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434966,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,758.75,12/15/2015,"Cash or cash equivalent",336434986,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,05/11/2015,"Cash or cash equivalent",336434560,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,07/24/2015,"Cash or cash equivalent",336434564,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,05/11/2015,"Cash or cash equivalent",336434592,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434602,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,07/24/2015,"Cash or cash equivalent",336434608,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434618,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434622,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434638,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,07/24/2015,"Cash or cash equivalent",336434656,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,07/22/2015,"Cash or cash equivalent",336434670,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434674,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434684,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434708,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434720,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,05/11/2015,"Cash or cash equivalent",336434724,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434734,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,08/12/2015,"Cash or cash equivalent",336434746,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,08/12/2015,"Cash or cash equivalent",336434758,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434780,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,07/24/2015,"Cash or cash equivalent",336434788,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,05/11/2015,"Cash or cash equivalent",336434800,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,07/24/2015,"Cash or cash equivalent",336434812,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,09/16/2015,"Cash or cash equivalent",336434816,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434819,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434827,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434830,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434834,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434842,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434856,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434862,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434866,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434872,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434882,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434892,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434908,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434913,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434918,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434928,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434934,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434940,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434955,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434960,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,708.75,12/15/2015,"Cash or cash equivalent",336434974,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Purdue Pharma L.P.",CT,100000005432,668.70,02/28/2014,"Cash or cash equivalent",178507540,"","",HYD3003,"",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,500.00,04/20/2015,"Cash or cash equivalent",336434628,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,437.50,09/16/2015,"Cash or cash equivalent",336434646,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,437.50,07/02/2015,"Cash or cash equivalent",336434690,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,437.50,12/15/2015,"Cash or cash equivalent",336434926,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,437.50,12/15/2015,"Cash or cash equivalent",336434964,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,274.38,07/24/2015,"Cash or cash equivalent",336434598,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,274.38,09/16/2015,"Cash or cash equivalent",336434600,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,274.38,05/11/2015,"Cash or cash equivalent",336434624,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,274.38,07/24/2015,"Cash or cash equivalent",336434642,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,274.38,07/22/2015,"Cash or cash equivalent",336434650,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,274.38,07/24/2015,"Cash or cash equivalent",336434688,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,274.38,09/16/2015,"Cash or cash equivalent",336434740,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,274.38,07/24/2015,"Cash or cash equivalent",336434760,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,274.38,12/15/2015,"Cash or cash equivalent",336434904,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,274.38,12/15/2015,"Cash or cash equivalent",336434978,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,07/24/2015,"Cash or cash equivalent",336434570,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,09/16/2015,"Cash or cash equivalent",336434586,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,07/02/2015,"Cash or cash equivalent",336434588,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,07/24/2015,"Cash or cash equivalent",336434604,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,09/16/2015,"Cash or cash equivalent",336434612,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,07/24/2015,"Cash or cash equivalent",336434652,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,07/22/2015,"Cash or cash equivalent",336434662,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,09/16/2015,"Cash or cash equivalent",336434702,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,09/16/2015,"Cash or cash equivalent",336434712,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,05/11/2015,"Cash or cash equivalent",336434732,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,07/02/2015,"Cash or cash equivalent",336434750,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,07/24/2015,"Cash or cash equivalent",336434776,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,12/15/2015,"Cash or cash equivalent",336434824,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,12/15/2015,"Cash or cash equivalent",336434846,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,12/15/2015,"Cash or cash equivalent",336434860,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
304617,"Daiichi Sankyo Inc.",NJ,100000000195,106.25,12/15/2015,"Cash or cash equivalent",336434864,"","","An Open-Label Extension Study of DS-5565 for 52 Weeks in Pain Associated With Fibromyalgia","",""
